tof posE posN posU tgtE tgtN tgtU
0.363 23.8748 23.0854 122.632 12500 0 12500
0.364 23.9423 23.1485 122.97 12500 0 12500
0.365 24.0098 23.2116 123.307 12500 0 12500
0.366 24.0773 23.2748 123.645 12500 0 12500
0.367 24.1448 23.3379 123.982 12500 0 12500
0.368 24.2123 23.401 124.32 12500 0 12500
0.369 24.2799 23.4641 124.658 12500 0 12500
0.37 24.3474 23.5273 124.995 12500 0 12500
0.371 24.415 23.5904 125.333 12500 0 12500
0.372 24.4825 23.6535 125.67 12500 0 12500
0.373 24.5501 23.7166 126.008 12500 0 12500
0.374 24.6177 23.7797 126.345 12500 0 12500
0.375 24.6853 23.8428 126.683 12500 0 12500
0.376 24.7529 23.9059 127.02 12500 0 12500
0.377 24.8205 23.969 127.358 12500 0 12500
0.378 24.8881 24.0321 127.696 12500 0 12500
0.379 24.9557 24.0952 128.033 12500 0 12500
0.38 25.0234 24.1583 128.371 12500 0 12500
0.381 25.091 24.2214 128.708 12500 0 12500
0.382 25.1587 24.2845 129.046 12500 0 12500
0.383 25.2263 24.3476 129.383 12500 0 12500
0.384 25.294 24.4107 129.721 12500 0 12500
0.385 25.3617 24.4738 130.058 12500 0 12500
0.386 25.4294 24.5369 130.396 12500 0 12500
0.387 25.4971 24.5999 130.734 12500 0 12500
0.388 25.5648 24.663 131.071 12500 0 12500
0.389 25.6325 24.7261 131.409 12500 0 12500
0.39 25.7003 24.7892 131.746 12500 0 12500
0.391 25.768 24.8522 132.084 12500 0 12500
0.392 25.8358 24.9153 132.421 12500 0 12500
0.393 25.9035 24.9783 132.759 12500 0 12500
0.394 25.9713 25.0414 133.096 12500 0 12500
0.395 26.0391 25.1045 133.434 12500 0 12500
0.396 26.1069 25.1675 133.771 12500 0 12500
0.397 26.1747 25.2306 134.109 12500 0 12500
0.398 26.2425 25.2936 134.446 12500 0 12500
0.399 26.3103 25.3567 134.784 12500 0 12500
0.4 26.3781 25.4197 135.122 12500 0 12500
0.401 26.4459 25.4828 135.459 12500 0 12500
0.402 26.5138 25.5458 135.797 12500 0 12500
0.403 26.5816 25.6088 136.134 12500 0 12500
0.404 26.6495 25.6719 136.472 12500 0 12500
0.405 26.7174 25.7349 136.809 12500 0 12500
0.406 26.7853 25.7979 137.147 12500 0 12500
0.407 26.8532 25.861 137.484 12500 0 12500
0.408 26.9211 25.924 137.822 12500 0 12500
0.409 26.989 25.987 138.159 12500 0 12500
0.41 27.0569 26.05 138.497 12500 0 12500
0.411 27.1248 26.113 138.834 12500 0 12500
0.412 27.1928 26.1761 139.172 12500 0 12500
0.413 27.2607 26.2391 139.509 12500 0 12500
0.414 27.3287 26.3021 139.847 12500 0 12500
0.415 27.3966 26.3651 140.184 12500 0 12500
0.416 27.4646 26.4281 140.522 12500 0 12500
0.417 27.5326 26.4911 140.859 12500 0 12500
0.418 27.6006 26.5541 141.197 12500 0 12500
0.419 27.6686 26.6171 141.534 12500 0 12500
0.42 27.7366 26.6801 141.872 12500 0 12500
0.421 27.8046 26.7431 142.209 12500 0 12500
0.422 27.8727 26.8061 142.547 12500 0 12500
0.423 27.9407 26.869 142.884 12500 0 12500
0.424 28.0088 26.932 143.222 12500 0 12500
0.425 28.0768 26.995 143.559 12500 0 12500
0.426 28.1449 27.058 143.897 12500 0 12500
0.427 28.213 27.121 144.234 12500 0 12500
0.428 28.2811 27.1839 144.572 12500 0 12500
0.429 28.3492 27.2469 144.909 12500 0 12500
0.43 28.4173 27.3099 145.247 12500 0 12500
0.431 28.4854 27.3729 145.584 12500 0 12500
0.432 28.5535 27.4358 145.922 12500 0 12500
0.433 28.6217 27.4988 146.259 12500 0 12500
0.434 28.6898 27.5617 146.597 12500 0 12500
0.435 28.758 27.6247 146.934 12500 0 12500
0.436 28.8261 27.6876 147.272 12500 0 12500
0.437 28.8943 27.7506 147.609 12500 0 12500
0.438 28.9625 27.8135 147.947 12500 0 12500
0.439 29.0307 27.8765 148.284 12500 0 12500
0.44 29.0989 27.9394 148.621 12500 0 12500
0.441 29.1671 28.0024 148.959 12500 0 12500
0.442 29.2353 28.0653 149.296 12500 0 12500
0.443 29.3036 28.1282 149.634 12500 0 12500
0.444 29.3718 28.1912 149.971 12500 0 12500
0.445 29.4401 28.2541 150.309 12500 0 12500
0.446 29.5083 28.317 150.646 12500 0 12500
0.447 29.5766 28.38 150.984 12500 0 12500
0.448 29.6449 28.4429 151.321 12500 0 12500
0.449 29.7132 28.5058 151.659 12500 0 12500
0.45 29.7815 28.5687 151.996 12500 0 12500
0.451 29.8498 28.6316 152.334 12500 0 12500
0.452 29.9181 28.6946 152.671 12500 0 12500
0.453 29.9864 28.7575 153.008 12500 0 12500
0.454 30.0547 28.8204 153.346 12500 0 12500
0.455 30.1231 28.8833 153.683 12500 0 12500
0.456 30.1914 28.9462 154.021 12500 0 12500
0.457 30.2598 29.0091 154.358 12500 0 12500
0.458 30.3282 29.072 154.696 12500 0 12500
0.459 30.3966 29.1349 155.033 12500 0 12500
0.46 30.465 29.1978 155.371 12500 0 12500
0.461 30.5334 29.2607 155.708 12500 0 12500
0.462 30.6018 29.3235 156.045 12500 0 12500
0.463 30.6702 29.3864 156.383 12500 0 12500
0.464 30.7386 29.4493 156.72 12500 0 12500
0.465 30.8071 29.5122 157.058 12500 0 12500
0.466 30.8755 29.5751 157.395 12500 0 12500
0.467 30.944 29.6379 157.733 12500 0 12500
0.468 31.0124 29.7008 158.07 12500 0 12500
0.469 31.0809 29.7637 158.407 12500 0 12500
0.47 31.1494 29.8266 158.745 12500 0 12500
0.471 31.2179 29.8894 159.082 12500 0 12500
0.472 31.2864 29.9523 159.42 12500 0 12500
0.473 31.3549 30.0151 159.757 12500 0 12500
0.474 31.4234 30.078 160.095 12500 0 12500
0.475 31.492 30.1409 160.432 12500 0 12500
0.476 31.5605 30.2037 160.769 12500 0 12500
0.477 31.6291 30.2666 161.107 12500 0 12500
0.478 31.6976 30.3294 161.444 12500 0 12500
0.479 31.7662 30.3922 161.782 12500 0 12500
0.48 31.8348 30.4551 162.119 12500 0 12500
0.481 31.9034 30.5179 162.457 12500 0 12500
0.482 31.972 30.5808 162.794 12500 0 12500
0.483 32.0406 30.6436 163.131 12500 0 12500
0.484 32.1092 30.7064 163.469 12500 0 12500
0.485 32.1778 30.7693 163.806 12500 0 12500
0.486 32.2465 30.8321 164.144 12500 0 12500
0.487 32.3151 30.8949 164.481 12500 0 12500
0.488 32.3838 30.9577 164.818 12500 0 12500
0.489 32.4524 31.0206 165.156 12500 0 12500
0.49 32.5211 31.0834 165.493 12500 0 12500
0.491 32.5898 31.1462 165.831 12500 0 12500
0.492 32.6585 31.209 166.168 12500 0 12500
0.493 32.7272 31.2718 166.505 12500 0 12500
0.494 32.7959 31.3346 166.843 12500 0 12500
0.495 32.8646 31.3974 167.18 12500 0 12500
0.496 32.9333 31.4602 167.518 12500 0 12500
0.497 33.0021 31.523 167.855 12500 0 12500
0.498 33.0708 31.5858 168.192 12500 0 12500
0.499 33.1396 31.6486 168.53 12500 0 12500
0.5 33.2084 31.7114 168.867 12500 0 12500
0.501 33.2771 31.7742 169.204 12500 0 12500
0.502 33.3459 31.837 169.542 12500 0 12500
0.503 33.4147 31.8998 169.879 12500 0 12500
0.504 33.4835 31.9625 170.217 12500 0 12500
0.505 33.5524 32.0253 170.554 12500 0 12500
0.506 33.6212 32.0881 170.891 12500 0 12500
0.507 33.69 32.1509 171.229 12500 0 12500
0.508 33.7589 32.2136 171.566 12500 0 12500
0.509 33.8277 32.2764 171.903 12500 0 12500
0.51 33.8966 32.3392 172.241 12500 0 12500
0.511 33.9655 32.4019 172.578 12500 0 12500
0.512 34.0343 32.4647 172.916 12500 0 12500
0.513 34.1032 32.5274 173.253 12500 0 12500
0.514 34.1721 32.5902 173.59 12500 0 12500
0.515 34.241 32.653 173.928 12500 0 12500
0.516 34.31 32.7157 174.265 12500 0 12500
0.517 34.3789 32.7785 174.602 12500 0 12500
0.518 34.4478 32.8412 174.94 12500 0 12500
0.519 34.5168 32.9039 175.277 12500 0 12500
0.52 34.5857 32.9667 175.614 12500 0 12500
0.521 34.6547 33.0294 175.952 12500 0 12500
0.522 34.7237 33.0922 176.289 12500 0 12500
