TOF RNG CROSSRNG ALT PHI THETA PSI ROLLRATE PITCHRATE YAWRATE ALPHA BETA ALPHADOT BETADOT PDOT QDOT RDOT UDOT VDOT WDOT
11.5617 17042.7897 -36.4636 8160.7457 1.2530 0.0159 0.0033 -154.5269 0.0339 0.0213 0.0001 -0.0001 0.0445 0.0536 -0.3888 -0.0063 0.0500 -55.8293 -30.6235 -10.0127
11.5633 17044.2501 -36.4699 8160.1543 0.9954 0.0158 0.0033 -154.5276 0.0339 0.0213 0.0002 -0.0000 0.0523 0.0499 -0.3746 -0.0377 0.0163 -55.8182 -26.9957 -17.4186
11.5650 17045.7104 -36.4762 8159.5628 0.7379 0.0159 0.0034 -154.5282 0.0338 0.0213 0.0002 0.0001 0.0588 0.0441 -0.3605 -0.0739 -0.0143 -55.8076 -21.5929 -23.6629
11.5667 17047.1706 -36.4825 8158.9712 0.4803 0.0159 0.0035 -154.5288 0.0336 0.0213 0.0003 0.0001 0.0636 0.0369 -0.3465 -0.1138 -0.0407 -55.7976 -14.7700 -28.3316
11.5683 17048.6306 -36.4887 8158.3795 0.2228 0.0159 0.0035 -154.5293 0.0334 0.0212 0.0005 0.0002 0.0663 0.0285 -0.3324 -0.1562 -0.0620 -55.7880 -6.9754 -31.1147
11.5700 17050.0904 -36.4950 8157.7877 6.3180 0.0160 0.0036 -154.5299 0.0331 0.0211 0.0006 0.0002 0.0668 0.0221 -0.3184 -0.1996 -0.0777 -55.7788 -0.9585 -31.8267
11.5717 17051.5501 -36.5013 8157.1959 6.0604 0.0160 0.0036 -154.5304 0.0327 0.0209 0.0007 0.0003 0.0655 0.0132 -0.3044 -0.2428 -0.0891 -55.7698 7.2877 -30.9878
11.5733 17053.0096 -36.5076 8156.6039 5.8029 0.0161 0.0036 -154.5309 0.0323 0.0208 0.0008 0.0003 0.0620 0.0048 -0.2905 -0.2845 -0.0950 -55.7609 15.0552 -28.0815
11.5750 17054.4690 -36.5138 8156.0119 5.5453 0.0162 0.0036 -154.5313 0.0318 0.0206 0.0009 0.0003 0.0564 -0.0025 -0.2766 -0.3233 -0.0957 -55.7521 21.8330 -23.2975
11.5767 17055.9283 -36.5201 8155.4198 5.2877 0.0162 0.0036 -154.5318 0.0312 0.0204 0.0010 0.0003 0.0491 -0.0083 -0.2627 -0.3579 -0.0922 -55.7432 27.1757 -16.9495
11.5783 17057.3873 -36.5264 8154.8275 5.0302 0.0163 0.0036 -154.5322 0.0306 0.0203 0.0010 0.0003 0.0406 -0.0122 -0.2489 -0.3874 -0.0854 -55.7340 30.7322 -9.4543
11.5800 17058.8463 -36.5327 8154.2352 4.7726 0.0163 0.0035 -154.5326 0.0299 0.0201 0.0011 0.0002 0.0313 -0.0140 -0.2352 -0.4110 -0.0768 -55.7246 32.2696 -1.3044
11.5817 17060.3050 -36.5389 8153.6428 4.5151 0.0163 0.0035 -154.5330 0.0292 0.0200 0.0012 0.0002 0.0218 -0.0135 -0.2215 -0.4286 -0.0678 -55.7148 31.6878 6.9642
11.5833 17061.7636 -36.5452 8153.0503 4.2575 0.0164 0.0034 -154.5334 0.0285 0.0199 0.0012 0.0002 0.0128 -0.0108 -0.2079 -0.4401 -0.0598 -55.7045 29.0268 14.8079
11.5850 17063.2221 -36.5515 8152.4577 4.0000 0.0164 0.0033 -154.5337 0.0277 0.0198 0.0012 0.0002 0.0048 -0.0061 -0.1944 -0.4461 -0.0543 -55.6938 24.4636 21.7111
11.5867 17064.6804 -36.5577 8151.8650 3.7424 0.0163 0.0033 -154.5340 0.0270 0.0197 0.0012 0.0002 -0.0018 0.0004 -0.1809 -0.4473 -0.0523 -55.6827 18.3006 27.2200
11.5883 17066.1386 -36.5640 8151.2723 3.4849 0.0163 0.0032 -154.5343 0.0263 0.0197 0.0012 0.0002 -0.0065 0.0081 -0.1674 -0.4449 -0.0550 -55.6712 10.9460 30.9729
11.5900 17067.5966 -36.5703 8150.6794 3.2273 0.0163 0.0032 -154.5346 0.0255 0.0196 0.0012 0.0002 -0.0091 0.0165 -0.1540 -0.4400 -0.0630 -55.6594 2.8863 32.7239
11.5917 17069.0544 -36.5765 8150.0864 2.9697 0.0162 0.0032 -154.5348 0.0248 0.0194 0.0012 0.0002 -0.0095 0.0251 -0.1406 -0.4342 -0.0765 -55.6473 -5.3454 32.3589
11.5933 17070.5121 -36.5828 8149.4934 2.7122 0.0162 0.0032 -154.5350 0.0241 0.0193 0.0011 0.0003 -0.0076 0.0333 -0.1273 -0.4289 -0.0955 -55.6351 -13.2045 29.9036
11.5950 17071.9696 -36.5891 8148.9002 2.4546 0.0161 0.0031 -154.5352 0.0234 0.0191 0.0011 0.0003 -0.0037 0.0405 -0.1139 -0.4255 -0.1195 -55.6227 -20.1713 25.5215
11.5967 17073.4270 -36.5954 8148.3070 2.1971 0.0161 0.0032 -154.5354 0.0227 0.0189 0.0011 0.0004 0.0020 0.0462 -0.1006 -0.4252 -0.1478 -55.6104 -25.7847 19.5030
11.5983 17074.8843 -36.6016 8147.7136 1.9395 0.0160 0.0032 -154.5356 0.0219 0.0186 0.0011 0.0005 0.0090 0.0501 -0.0873 -0.4291 -0.1792 -55.5982 -29.6731 12.2467
11.6000 17076.3414 -36.6079 8147.1202 1.6819 0.0160 0.0032 -154.5357 0.0212 0.0183 0.0012 0.0006 0.0167 0.0518 -0.0740 -0.4377 -0.2125 -55.5862 -31.5787 4.2325
11.6017 17077.7983 -36.6142 8146.5267 1.4244 0.0160 0.0032 -154.5358 0.0205 0.0179 0.0012 0.0007 0.0247 0.0512 -0.0607 -0.4515 -0.2461 -55.5745 -31.3744 -4.0096
11.6033 17079.2551 -36.6205 8145.9331 1.1668 0.0160 0.0033 -154.5359 0.0197 0.0175 0.0012 0.0007 0.0324 0.0483 -0.0475 -0.4704 -0.2786 -55.5630 -29.0725 -11.9346
11.6050 17080.7117 -36.6268 8145.3394 0.9093 0.0160 0.0033 -154.5360 0.0189 0.0170 0.0013 0.0008 0.0391 0.0433 -0.0342 -0.4940 -0.3086 -55.5519 -24.8236 -19.0185
11.6067 17082.1682 -36.6331 8144.7456 0.6517 0.0160 0.0034 -154.5360 0.0181 0.0165 0.0014 0.0009 0.0443 0.0365 -0.0209 -0.5215 -0.3348 -55.5412 -18.9068 -24.7928
11.6083 17083.6245 -36.6393 8144.1517 0.3942 0.0160 0.0034 -154.5361 0.0172 0.0159 0.0015 0.0009 0.0478 0.0283 -0.0077 -0.5519 -0.3561 -55.5307 -11.7113 -28.8756
11.6100 17085.0806 -36.6456 8143.5577 0.1366 0.0160 0.0034 -154.5361 0.0162 0.0153 0.0015 0.0010 0.0491 0.0192 0.0054 -0.5838 -0.3718 -55.5205 -3.7106 -30.9966
11.6117 17086.5367 -36.6519 8142.9637 6.4042 0.0160 0.0035 -154.5360 0.0152 0.0146 0.0016 0.0010 0.0481 0.0180 0.0186 -0.6159 -0.3815 -55.5105 -3.1959 -31.0148
11.6133 17087.9925 -36.6582 8142.3695 6.1466 0.0160 0.0035 -154.5360 0.0142 0.0140 0.0017 0.0010 0.0469 0.0086 0.0317 -0.6473 -0.3905 -55.5005 5.0819 -30.9050
11.6150 17089.4482 -36.6645 8141.7753 5.8890 0.0161 0.0035 -154.5359 0.0131 0.0133 0.0018 0.0010 0.0435 -0.0005 0.0447 -0.6773 -0.3934 -55.4906 13.0600 -28.6948
11.6167 17090.9038 -36.6708 8141.1810 5.6315 0.0161 0.0035 -154.5358 0.0119 0.0127 0.0018 0.0010 0.0379 -0.0087 0.0577 -0.7043 -0.3907 -55.4808 20.2133 -24.5293
11.6183 17092.3592 -36.6770 8140.5865 5.3739 0.0161 0.0035 -154.5357 0.0107 0.0120 0.0019 0.0010 0.0305 -0.0156 0.0706 -0.7272 -0.3830 -55.4710 26.0706 -18.6827
11.6200 17093.8144 -36.6833 8139.9920 5.1164 0.0161 0.0035 -154.5356 0.0095 0.0114 0.0019 0.0010 0.0217 -0.0207 0.0834 -0.7448 -0.3715 -55.4611 30.2464 -11.5400
11.6217 17095.2695 -36.6896 8139.3974 4.8588 0.0162 0.0035 -154.5355 0.0082 0.0108 0.0020 0.0009 0.0120 -0.0236 0.0961 -0.7564 -0.3574 -55.4512 32.4662 -3.5720
11.6233 17096.7245 -36.6958 8138.8027 4.6012 0.0162 0.0035 -154.5353 0.0070 0.0102 0.0020 0.0009 0.0020 -0.0243 0.1088 -0.7616 -0.3421 -55.4412 32.5843 4.6962
11.6250 17098.1793 -36.7021 8138.2080 4.3437 0.0162 0.0035 -154.5351 0.0057 0.0097 0.0020 0.0009 -0.0078 -0.0228 0.1214 -0.7604 -0.3270 -55.4311 30.5937 12.7195
11.6267 17099.6339 -36.7084 8137.6131 4.0861 0.0162 0.0034 -154.5349 0.0044 0.0091 0.0020 0.0008 -0.0167 -0.0191 0.1339 -0.7531 -0.3137 -55.4208 26.6264 19.9690
11.6283 17101.0884 -36.7146 8137.0181 3.8286 0.0162 0.0034 -154.5347 0.0032 0.0086 0.0019 0.0008 -0.0243 -0.0136 0.1464 -0.7404 -0.3033 -55.4106 20.9447 25.9665
11.6300 17102.5427 -36.7209 8136.4230 3.5710 0.0162 0.0034 -154.5344 0.0020 0.0081 0.0019 0.0008 -0.0302 -0.0067 0.1588 -0.7233 -0.2969 -55.4002 13.9243 30.3168
11.6317 17103.9969 -36.7272 8135.8279 3.3134 0.0162 0.0034 -154.5341 0.0008 0.0076 0.0018 0.0008 -0.0339 0.0012 0.1712 -0.7032 -0.2954 -55.3897 6.0288 32.7328
11.6333 17105.4509 -36.7334 8135.2326 3.0559 0.0162 0.0034 -154.5338 -0.0004 0.0071 0.0018 0.0008 -0.0354 0.0095 0.1836 -0.6813 -0.2991 -55.3793 -2.2205 33.0554
11.6350 17106.9048 -36.7397 8134.6372 2.7983 0.0162 0.0034 -154.5335 -0.0015 0.0066 0.0017 0.0008 -0.0347 0.0175 0.1960 -0.6591 -0.3081 -55.3687 -10.2788 31.2631
11.6367 17108.3585 -36.7460 8134.0418 2.5408 0.0162 0.0034 -154.5332 -0.0026 0.0061 0.0016 0.0008 -0.0317 0.0248 0.2084 -0.6382 -0.3221 -55.3581 -17.6140 27.4741
11.6383 17109.8121 -36.7522 8133.4462 2.2832 0.0162 0.0034 -154.5328 -0.0036 0.0056 0.0016 0.0009 -0.0269 0.0307 0.2207 -0.6198 -0.3404 -55.3475 -23.7420 21.9383
11.6400 17111.2655 -36.7585 8132.8506 2.0257 0.0162 0.0033 -154.5324 -0.0046 0.0050 0.0016 0.0009 -0.0206 0.0350 0.2331 -0.6049 -0.3620 -55.3367 -28.2581 15.0206
11.6417 17112.7188 -36.7648 8132.2549 1.7681 0.0162 0.0033 -154.5320 -0.0056 0.0043 0.0015 0.0010 -0.0132 0.0371 0.2455 -0.5945 -0.3857 -55.3260 -30.8641 7.1770
11.6433 17114.1719 -36.7711 8131.6591 1.5106 0.0162 0.0033 -154.5316 -0.0066 0.0037 0.0015 0.0011 -0.0055 0.0370 0.2579 -0.5890 -0.4101 -55.3151 -31.3879 -1.0754
11.6450 17115.6249 -36.7774 8131.0631 1.2530 0.0162 0.0033 -154.5312 -0.0076 0.0030 0.0015 0.0011 0.0022 0.0346 0.2703 -0.5885 -0.4337 -55.3042 -29.7948 -9.1926
11.6467 17117.0777 -36.7836 8130.4672 0.9955 0.0162 0.0033 -154.5307 -0.0086 0.0022 0.0015 0.0012 0.0091 0.0300 0.2827 -0.5928 -0.4550 -55.2931 -26.1897 -16.6398
11.6483 17118.5304 -36.7899 8129.8711 0.7379 0.0162 0.0033 -154.5302 -0.0096 0.0015 0.0015 0.0012 0.0148 0.0236 0.2950 -0.6011 -0.4728 -55.2820 -20.8103 -22.9261
11.6500 17119.9829 -36.7962 8129.2749 0.4804 0.0162 0.0033 -154.5297 -0.0106 0.0007 0.0016 0.0013 0.0188 0.0155 0.3073 -0.6126 -0.4859 -55.2708 -14.0116 -27.6377
11.6517 17121.4352 -36.8025 8128.6786 0.2228 0.0161 0.0033 -154.5292 -0.0116 -0.0002 0.0016 0.0013 0.0207 0.0065 0.3196 -0.6260 -0.4935 -55.2596 -6.2419 -30.4644
11.6533 17122.8874 -36.8088 8128.0823 6.3179 0.0161 0.0033 -154.5287 -0.0127 -0.0010 0.0016 0.0013 0.0205 -0.0007 0.3319 -0.6400 -0.4950 -55.2482 -0.2489 -31.2206
11.6550 17124.3395 -36.8151 8127.4858 6.0604 0.0161 0.0033 -154.5281 -0.0137 -0.0018 0.0017 0.0013 0.0186 -0.0103 0.3440 -0.6533 -0.4919 -55.2369 7.9708 -30.4261
11.6567 17125.7914 -36.8214 8126.8893 5.8028 0.0161 0.0033 -154.5275 -0.0148 -0.0026 0.0017 0.0012 0.0144 -0.0193 0.3561 -0.6647 -0.4828 -55.2255 15.7111 -27.5649
11.6583 17127.2431 -36.8277 8126.2927 5.5453 0.0161 0.0033 -154.5269 -0.0160 -0.0034 0.0017 0.0012 0.0083 -0.0273 0.3682 -0.6727 -0.4682 -55.2141 22.4610 -22.8267
11.6600 17128.6947 -36.8339 8125.6960 5.2877 0.0160 0.0033 -154.5263 -0.0171 -0.0042 0.0017 0.0012 0.0005 -0.0337 0.3801 -0.6762 -0.4489 -55.2029 27.7752 -16.5250
11.6617 17130.1462 -36.8402 8125.0992 5.0302 0.0160 0.0033 -154.5257 -0.0182 -0.0049 0.0017 0.0011 -0.0086 -0.0382 0.3920 -0.6743 -0.4260 -55.1917 31.3027 -9.0767
11.6633 17131.5974 -36.8465 8124.5023 4.7727 0.0160 0.0034 -154.5250 -0.0193 -0.0056 0.0017 0.0010 -0.0183 -0.0405 0.4038 -0.6663 -0.4010 -55.1808 32.8106 -0.9743
11.6650 17133.0486 -36.8528 8123.9053 4.5151 0.0160 0.0034 -154.5243 -0.0204 -0.0063 0.0017 0.0010 -0.0281 -0.0405 0.4156 -0.6520 -0.3752 -55.1701 32.1991 7.2467
11.6667 17134.4996 -36.8590 8123.3082 4.2576 0.0160 0.0034 -154.5236 -0.0215 -0.0069 0.0016 0.0009 -0.0375 -0.0382 0.4273 -0.6315 -0.3501 -55.1598 29.5079 15.0425
11.6683 17135.9504 -36.8653 8122.7110 4.0000 0.0160 0.0035 -154.5229 -0.0225 -0.0074 0.0015 0.0008 -0.0458 -0.0339 0.4390 -0.6052 -0.3271 -55.1497 24.9143 21.8978
11.6700 17137.4011 -36.8716 8122.1137 3.7425 0.0160 0.0035 -154.5221 -0.0235 -0.0079 0.0015 0.0008 -0.0526 -0.0278 0.4506 -0.5740 -0.3075 -55.1400 18.7206 27.3588
11.6717 17138.8516 -36.8778 8121.5164 3.4850 0.0160 0.0035 -154.5214 -0.0245 -0.0084 0.0014 0.0007 -0.0575 -0.0205 0.4622 -0.5390 -0.2921 -55.1306 11.3348 31.0641
11.6733 17140.3020 -36.8841 8120.9189 3.2274 0.0161 0.0036 -154.5206 -0.0253 -0.0089 0.0013 0.0007 -0.0601 -0.0124 0.4737 -0.5016 -0.2818 -55.1214 3.2435 32.7677
11.6750 17141.7522 -36.8904 8120.3214 2.9699 0.0161 0.0036 -154.5198 -0.0261 -0.0094 0.0012 0.0007 -0.0605 -0.0040 0.4853 -0.4632 -0.2768 -55.1124 -5.0204 32.3558
11.6767 17143.2023 -36.8966 8119.7237 2.7124 0.0162 0.0036 -154.5190 -0.0269 -0.0098 0.0011 0.0007 -0.0586 0.0039 0.4968 -0.4252 -0.2771 -55.1035 -12.9125 29.8539
11.6783 17144.6522 -36.9029 8119.1260 2.4548 0.0162 0.0036 -154.5181 -0.0275 -0.0103 0.0010 0.0007 -0.0546 0.0109 0.5084 -0.3891 -0.2821 -55.0946 -19.9129 25.4255
11.6800 17146.1020 -36.9092 8118.5281 2.1973 0.0163 0.0035 -154.5173 -0.0282 -0.0108 0.0009 0.0007 -0.0487 0.0164 0.5199 -0.3562 -0.2913 -55.0855 -25.5610 19.3610
11.6817 17147.5516 -36.9155 8117.9302 1.9398 0.0163 0.0035 -154.5164 -0.0287 -0.0113 0.0008 0.0008 -0.0415 0.0201 0.5315 -0.3275 -0.3034 -55.0763 -29.4849 12.0586
11.6833 17149.0011 -36.9217 8117.3322 1.6823 0.0163 0.0035 -154.5155 -0.0293 -0.0118 0.0007 0.0008 -0.0335 0.0216 0.5430 -0.3036 -0.3172 -55.0668 -31.4268 3.9983
11.6850 17150.4504 -36.9280 8116.7341 1.4247 0.0164 0.0034 -154.5146 -0.0297 -0.0123 0.0007 0.0008 -0.0252 0.0209 0.5545 -0.2851 -0.3313 -55.0569 -31.2596 -4.2901
11.6867 17151.8996 -36.9343 8116.1359 1.1672 0.0164 0.0034 -154.5137 -0.0302 -0.0129 0.0007 0.0009 -0.0172 0.0179 0.5660 -0.2718 -0.3442 -55.0466 -28.9954 -12.2618
11.6883 17153.3486 -36.9406 8115.5376 0.9097 0.0164 0.0033 -154.5127 -0.0307 -0.0135 0.0006 0.0009 -0.0100 0.0129 0.5775 -0.2634 -0.3546 -55.0358 -24.7844 -19.3931
11.6900 17154.7975 -36.9469 8114.9392 0.6522 0.0163 0.0033 -154.5117 -0.0311 -0.0141 0.0006 0.0009 -0.0043 0.0060 0.5889 -0.2592 -0.3611 -55.0246 -18.9056 -25.2154
11.6917 17156.2462 -36.9532 8114.3408 0.3946 0.0163 0.0032 -154.5108 -0.0315 -0.0147 0.0006 0.0009 -0.0003 -0.0022 0.6003 -0.2582 -0.3627 -55.0131 -11.7477 -29.3468
11.6933 17157.6948 -36.9595 8113.7422 0.1371 0.0163 0.0032 -154.5097 -0.0319 -0.0153 0.0006 0.0009 0.0016 -0.0113 0.6116 -0.2590 -0.3588 -55.0012 -3.7839 -31.5168
11.6950 17159.1432 -36.9657 8113.1435 6.4036 0.0162 0.0031 -154.5087 -0.0324 -0.0159 0.0006 0.0009 0.0012 -0.0124 0.6229 -0.2603 -0.3489 -54.9890 -3.2684 -31.5844
11.6967 17160.5914 -36.9720 8112.5448 6.1461 0.0162 0.0031 -154.5077 -0.0328 -0.0165 0.0006 0.0009 0.0007 -0.0217 0.6342 -0.2613 -0.3383 -54.9768 4.9736 -31.5143
11.6983 17162.0395 -36.9783 8111.9460 5.8886 0.0161 0.0031 -154.5066 -0.0332 -0.0170 0.0006 0.0008 -0.0020 -0.0307 0.6454 -0.2613 -0.3217 -54.9644 12.9151 -29.3440
11.7000 17163.4875 -36.9846 8111.3471 5.6310 0.0160 0.0031 -154.5055 -0.0337 -0.0175 0.0006 0.0008 -0.0069 -0.0388 0.6566 -0.2588 -0.2996 -54.9520 20.0312 -25.2188
11.7017 17164.9353 -36.9909 8110.7480 5.3735 0.0160 0.0031 -154.5044 -0.0341 -0.0180 0.0006 0.0007 -0.0135 -0.0455 0.6677 -0.2527 -0.2728 -54.9396 25.8515 -19.4130
11.7033 17166.3830 -36.9971 8110.1489 5.1160 0.0159 0.0032 -154.5033 -0.0345 -0.0184 0.0006 0.0006 -0.0214 -0.0503 0.6787 -0.2418 -0.2422 -54.9275 29.9907 -12.3114
11.7050 17167.8305 -37.0034 8109.5497 4.8585 0.0159 0.0032 -154.5021 -0.0349 -0.0188 0.0005 0.0005 -0.0303 -0.0530 0.6897 -0.2256 -0.2091 -54.9157 32.1747 -4.3847
11.7067 17169.2778 -37.0097 8108.9504 4.6010 0.0158 0.0033 -154.5010 -0.0353 -0.0191 0.0005 0.0004 -0.0394 -0.0535 0.7007 -0.2035 -0.1751 -54.9043 32.2581 3.8424
11.7083 17170.7250 -37.0160 8108.3511 4.3435 0.0158 0.0033 -154.4998 -0.0356 -0.0194 0.0004 0.0003 -0.0482 -0.0516 0.7116 -0.1756 -0.1414 -54.8934 30.2341 11.8252
11.7100 17172.1721 -37.0223 8107.7516 4.0860 0.0158 0.0034 -154.4986 -0.0359 -0.0196 0.0003 0.0003 -0.0561 -0.0475 0.7226 -0.1423 -0.1097 -54.8831 26.2349 19.0351
11.7117 17173.6190 -37.0285 8107.1520 3.8285 0.0158 0.0035 -154.4974 -0.0361 -0.0198 0.0002 0.0002 -0.0627 -0.0416 0.7335 -0.1043 -0.0812 -54.8733 20.5227 24.9945
11.7133 17175.0657 -37.0348 8106.5524 3.5710 0.0159 0.0035 -154.4962 -0.0362 -0.0199 0.0001 0.0001 -0.0674 -0.0342 0.7443 -0.0627 -0.0569 -54.8640 13.4729 29.3084
11.7150 17176.5123 -37.0411 8105.9526 3.3135 0.0159 0.0036 -154.4949 -0.0363 -0.0200 -0.0000 0.0001 -0.0700 -0.0259 0.7552 -0.0186 -0.0377 -54.8552 5.5488 31.6902
11.7167 17177.9588 -37.0474 8105.3528 3.0561 0.0160 0.0036 -154.4937 -0.0363 -0.0200 -0.0001 0.0000 -0.0703 -0.0171 0.7660 0.0264 -0.0240 -54.8468 -2.7285 31.9806
11.7183 17179.4051 -37.0536 8104.7528 2.7986 0.0160 0.0036 -154.4924 -0.0362 -0.0200 -0.0002 0.0000 -0.0683 -0.0085 0.7768 0.0709 -0.0158 -54.8385 -10.8146 30.1585
11.7200 17180.8512 -37.0599 8104.1528 2.5411 0.0161 0.0036 -154.4911 -0.0360 -0.0201 -0.0004 0.0000 -0.0641 -0.0007 0.7876 0.1134 -0.0130 -54.8304 -18.1779 26.3417
11.7217 17182.2972 -37.0662 8103.5527 2.2836 0.0162 0.0036 -154.4897 -0.0358 -0.0201 -0.0005 0.0000 -0.0579 0.0058 0.7983 0.1527 -0.0148 -54.8222 -24.3346 20.7799
11.7233 17183.7430 -37.0725 8102.9525 2.0261 0.0162 0.0036 -154.4884 -0.0355 -0.0201 -0.0005 0.0000 -0.0503 0.0106 0.8091 0.1875 -0.0202 -54.8138 -28.8800 13.8376
11.7250 17185.1887 -37.0788 8102.3522 1.7686 0.0163 0.0035 -154.4870 -0.0352 -0.0201 -0.0006 0.0000 -0.0415 0.0134 0.8197 0.2170 -0.0281 -54.8051 -31.5162 5.9705
11.7267 17186.6343 -37.0851 8101.7518 1.5112 0.0163 0.0035 -154.4857 -0.0348 -0.0202 -0.0007 0.0001 -0.0324 0.0140 0.8304 0.2409 -0.0370 -54.7960 -32.0708 -2.3049
11.7283 17188.0797 -37.0913 8101.1513 1.2537 0.0163 0.0034 -154.4843 -0.0344 -0.0203 -0.0007 0.0001 -0.0233 0.0122 0.8410 0.2588 -0.0456 -54.7864 -30.5090 -10.4452
11.7300 17189.5249 -37.0976 8100.5507 0.9962 0.0164 0.0034 -154.4829 -0.0339 -0.0203 -0.0008 0.0001 -0.0149 0.0083 0.8515 0.2711 -0.0524 -54.7763 -26.9351 -17.9157
11.7317 17190.9700 -37.1039 8099.9500 0.7387 0.0163 0.0033 -154.4814 -0.0335 -0.0204 -0.0008 0.0001 -0.0077 0.0025 0.8621 0.2785 -0.0560 -54.7657 -21.5865 -24.2261
11.7333 17192.4149 -37.1102 8099.3493 0.4813 0.0163 0.0032 -154.4800 -0.0330 -0.0205 -0.0008 0.0001 -0.0022 -0.0048 0.8725 0.2817 -0.0555 -54.7546 -14.8172 -28.9625
11.7350 17193.8597 -37.1164 8098.7484 0.2238 0.0163 0.0032 -154.4785 -0.0325 -0.0206 -0.0008 0.0001 0.0013 -0.0131 0.8829 0.2820 -0.0499 -54.7431 -7.0751 -31.8146
11.7367 17195.3044 -37.1227 8098.1475 6.3168 0.0162 0.0031 -154.4771 -0.0321 -0.0207 -0.0008 0.0001 0.0026 -0.0196 0.8933 0.2808 -0.0388 -54.7313 -1.0375 -32.5965
11.7383 17196.7489 -37.1290 8097.5464 6.0594 0.0162 0.0031 -154.4756 -0.0316 -0.0208 -0.0008 0.0000 0.0023 -0.0284 0.9037 0.2793 -0.0235 -54.7193 7.1582 -31.8098
11.7400 17198.1932 -37.1353 8096.9453 5.8019 0.0161 0.0031 -154.4740 -0.0311 -0.0208 -0.0008 -0.0000 -0.0003 -0.0366 0.9140 0.2788 -0.0027 -54.7071 14.8734 -28.9567
11.7417 17199.6374 -37.1416 8096.3441 5.5445 0.0160 0.0031 -154.4725 -0.0307 -0.0208 -0.0008 -0.0001 -0.0049 -0.0438 0.9243 0.2805 0.0230 -54.6949 21.5983 -24.2273
11.7433 17201.0814 -37.1478 8095.7427 5.2870 0.0160 0.0031 -154.4710 -0.0302 -0.0207 -0.0008 -0.0002 -0.0111 -0.0494 0.9346 0.2858 0.0529 -54.6827 26.8881 -17.9352
11.7450 17202.5253 -37.1541 8095.1413 5.0296 0.0159 0.0031 -154.4694 -0.0297 -0.0206 -0.0008 -0.0003 -0.0185 -0.0530 0.9449 0.2954 0.0858 -54.6708 30.3926 -10.4970
11.7467 17203.9690 -37.1604 8094.5398 4.7721 0.0159 0.0032 -154.4678 -0.0292 -0.0204 -0.0009 -0.0003 -0.0267 -0.0544 0.9552 0.3100 0.1202 -54.6592 31.8796 -2.4050
11.7483 17205.4126 -37.1667 8093.9382 4.5147 0.0159 0.0032 -154.4662 -0.0287 -0.0202 -0.0009 -0.0004 -0.0349 -0.0535 0.9655 0.3299 0.1549 -54.6479 31.2495 5.8059
11.7500 17206.8561 -37.1730 8093.3365 4.2572 0.0158 0.0033 -154.4646 -0.0281 -0.0199 -0.0010 -0.0005 -0.0426 -0.0503 0.9757 0.3550 0.1883 -54.6371 28.5427 13.5926
11.7517 17208.2993 -37.1793 8092.7348 3.9998 0.0158 0.0034 -154.4630 -0.0275 -0.0196 -0.0011 -0.0006 -0.0493 -0.0451 0.9860 0.3847 0.2191 -54.6267 23.9361 20.4403
11.7533 17209.7425 -37.1856 8092.1329 3.7424 0.0159 0.0034 -154.4613 -0.0268 -0.0192 -0.0011 -0.0007 -0.0544 -0.0381 0.9962 0.4182 0.2459 -54.6168 17.7320 25.8960
11.7550 17211.1855 -37.1918 8091.5310 3.4849 0.0159 0.0035 -154.4596 -0.0261 -0.0187 -0.0012 -0.0007 -0.0577 -0.0298 1.0065 0.4545 0.2678 -54.6072 10.3382 29.5987
11.7567 17212.6283 -37.1981 8090.9289 3.2275 0.0159 0.0035 -154.4579 -0.0253 -0.0183 -0.0013 -0.0008 -0.0587 -0.0207 1.0167 0.4922 0.2841 -54.5981 2.2405 31.3028
11.7583 17214.0710 -37.2044 8090.3268 2.9701 0.0160 0.0035 -154.4562 -0.0245 -0.0178 -0.0014 -0.0008 -0.0574 -0.0114 1.0268 0.5298 0.2946 -54.5891 -6.0287 30.8947
11.7600 17215.5135 -37.2107 8089.7246 2.7126 0.0160 0.0035 -154.4545 -0.0236 -0.0173 -0.0015 -0.0008 -0.0538 -0.0024 1.0369 0.5659 0.2992 -54.5804 -13.9255 28.3998
11.7617 17216.9559 -37.2170 8089.1222 2.4552 0.0161 0.0035 -154.4528 -0.0226 -0.0168 -0.0016 -0.0008 -0.0482 0.0055 1.0470 0.5990 0.2984 -54.5716 -20.9310 23.9813
11.7633 17218.3981 -37.2233 8088.5198 2.1978 0.0161 0.0035 -154.4510 -0.0216 -0.0163 -0.0017 -0.0008 -0.0407 0.0120 1.0570 0.6279 0.2929 -54.5629 -26.5847 17.9290
11.7650 17219.8402 -37.2296 8087.9173 1.9404 0.0161 0.0035 -154.4493 -0.0205 -0.0158 -0.0017 -0.0008 -0.0318 0.0167 1.0669 0.6517 0.2839 -54.5540 -30.5152 10.6407
11.7667 17221.2821 -37.2358 8087.3147 1.6830 0.0162 0.0035 -154.4475 -0.0194 -0.0154 -0.0018 -0.0007 -0.0222 0.0193 1.0768 0.6695 0.2725 -54.5449 -32.4648 2.5955
11.7683 17222.7239 -37.2421 8086.7121 1.4256 0.0162 0.0035 -154.4457 -0.0183 -0.0149 -0.0018 -0.0007 -0.0122 0.0195 1.0866 0.6810 0.2602 -54.5356 -32.3062 -5.6777
