TOF RNG CROSSRNG ALT PHI THETA PSI ROLLRATE PITCHRATE YAWRATE ALPHA BETA ALPHADOT BETADOT PDOT QDOT RDOT UDOT VDOT WDOT
11.3550 16860.4927 -35.6869 8233.3670 0.9131 0.0163 0.0033 -154.2417 -0.0241 -0.0085 0.0010 0.0011 -0.0042 0.0174 -2.4945 -0.4319 -0.4374 -57.2385 -24.7037 -19.0541
11.3567 16861.9724 -35.6932 8232.7870 0.6561 0.0163 0.0033 -154.2459 -0.0249 -0.0092 0.0010 0.0011 0.0012 0.0106 -2.4743 -0.4314 -0.4472 -57.2262 -18.8510 -24.8826
11.3583 16863.4520 -35.6994 8232.2069 0.3990 0.0163 0.0032 -154.2500 -0.0256 -0.0100 0.0011 0.0011 0.0049 0.0023 -2.4541 -0.4340 -0.4520 -57.2135 -11.7171 -29.0313
11.3600 16864.9314 -35.7057 8231.6268 0.1419 0.0162 0.0032 -154.2541 -0.0263 -0.0107 0.0011 0.0011 0.0065 -0.0068 -2.4340 -0.4383 -0.4510 -57.2006 -3.7717 -31.2292
11.3617 16866.4107 -35.7120 8231.0465 6.3984 0.0162 0.0032 -154.2581 -0.0270 -0.0115 0.0011 0.0011 0.0058 -0.0084 -2.4140 -0.4430 -0.4438 -57.1875 -2.9328 -31.3332
11.3633 16867.8898 -35.7182 8230.4661 6.1413 0.0161 0.0032 -154.2621 -0.0278 -0.0122 0.0011 0.0011 0.0050 -0.0177 -2.3941 -0.4471 -0.4356 -57.1744 5.2995 -31.2176
11.3650 16869.3688 -35.7245 8229.8857 5.8842 0.0161 0.0032 -154.2661 -0.0285 -0.0129 0.0011 0.0010 0.0019 -0.0268 -2.3742 -0.4500 -0.4212 -57.1611 13.2221 -29.0104
11.3667 16870.8476 -35.7308 8229.3051 5.6271 0.0160 0.0032 -154.2700 -0.0293 -0.0136 0.0011 0.0010 -0.0032 -0.0349 -2.3544 -0.4502 -0.4011 -57.1478 20.3133 -24.8582
11.3683 16872.3262 -35.7370 8228.7245 5.3699 0.0160 0.0032 -154.2739 -0.0300 -0.0142 0.0011 0.0009 -0.0100 -0.0416 -2.3347 -0.4463 -0.3761 -57.1346 26.1057 -19.0358
11.3700 16873.8047 -35.7433 8228.1437 5.1128 0.0159 0.0032 -154.2778 -0.0308 -0.0148 0.0011 0.0009 -0.0182 -0.0466 -2.3150 -0.4375 -0.3471 -57.1215 30.2173 -11.9278
11.3717 16875.2830 -35.7495 8227.5629 4.8557 0.0159 0.0032 -154.2816 -0.0315 -0.0154 0.0010 0.0008 -0.0273 -0.0494 -2.2955 -0.4229 -0.3156 -57.1088 32.3765 -4.0035
11.3733 16876.7612 -35.7558 8226.9820 4.5985 0.0159 0.0033 -154.2855 -0.0322 -0.0159 0.0010 0.0007 -0.0366 -0.0499 -2.2760 -0.4022 -0.2829 -57.0964 32.4401 4.2141
11.3750 16878.2392 -35.7620 8226.4010 4.3414 0.0159 0.0034 -154.2892 -0.0328 -0.0163 0.0009 0.0006 -0.0456 -0.0483 -2.2566 -0.3754 -0.2506 -57.0845 30.4026 12.1827
11.3767 16879.7171 -35.7683 8225.8199 4.0842 0.0159 0.0034 -154.2930 -0.0334 -0.0167 0.0008 0.0005 -0.0538 -0.0444 -2.2372 -0.3428 -0.2200 -57.0731 26.3965 19.3761
11.3783 16881.1948 -35.7745 8225.2387 3.8271 0.0159 0.0035 -154.2967 -0.0340 -0.0171 0.0007 0.0005 -0.0605 -0.0388 -2.2179 -0.3053 -0.1926 -57.0622 20.6841 25.3191
11.3800 16882.6723 -35.7808 8224.6574 3.5699 0.0159 0.0035 -154.3004 -0.0344 -0.0174 0.0006 0.0004 -0.0655 -0.0317 -2.1986 -0.2638 -0.1695 -57.0518 13.6395 29.6187
11.3817 16884.1497 -35.7870 8224.0760 3.3128 0.0160 0.0036 -154.3040 -0.0348 -0.0176 0.0005 0.0004 -0.0684 -0.0237 -2.1794 -0.2197 -0.1513 -57.0418 5.7247 31.9898
11.3833 16885.6269 -35.7933 8223.4945 3.0556 0.0160 0.0036 -154.3076 -0.0352 -0.0179 0.0004 0.0003 -0.0691 -0.0152 -2.1602 -0.1744 -0.1386 -57.0322 -2.5410 32.2741
11.3850 16887.1040 -35.7995 8222.9130 2.7984 0.0161 0.0036 -154.3112 -0.0354 -0.0181 0.0003 0.0003 -0.0674 -0.0070 -2.1411 -0.1294 -0.1315 -57.0227 -10.6154 30.4507
11.3867 16888.5809 -35.8058 8222.3313 2.5412 0.0161 0.0036 -154.3148 -0.0356 -0.0183 0.0002 0.0003 -0.0636 0.0005 -2.1220 -0.0861 -0.1296 -57.0133 -17.9687 26.6371
11.3883 16890.0576 -35.8121 8221.7495 2.2840 0.0162 0.0036 -154.3183 -0.0357 -0.0185 0.0001 0.0003 -0.0578 0.0068 -2.1029 -0.0460 -0.1322 -57.0039 -24.1184 21.0819
11.3900 16891.5342 -35.8183 8221.1677 2.0268 0.0163 0.0036 -154.3218 -0.0358 -0.0188 -0.0000 0.0003 -0.0506 0.0113 -2.0839 -0.0102 -0.1385 -56.9943 -28.6615 14.1482
11.3917 16893.0107 -35.8246 8220.5858 1.7696 0.0163 0.0035 -154.3252 -0.0357 -0.0190 -0.0001 0.0003 -0.0424 0.0139 -2.0649 0.0205 -0.1471 -56.9843 -31.3003 6.2899
11.3933 16894.4870 -35.8308 8220.0037 1.5124 0.0163 0.0035 -154.3287 -0.0357 -0.0193 -0.0002 0.0004 -0.0336 0.0142 -2.0460 0.0455 -0.1566 -56.9740 -31.8627 -1.9783
11.3950 16895.9631 -35.8371 8219.4216 1.2552 0.0164 0.0034 -154.3321 -0.0356 -0.0195 -0.0002 0.0004 -0.0250 0.0123 -2.0271 0.0648 -0.1657 -56.9631 -30.3128 -10.1147
11.3967 16897.4391 -35.8434 8218.8394 0.9980 0.0164 0.0033 -154.3354 -0.0355 -0.0198 -0.0003 0.0004 -0.0170 0.0083 -2.0083 0.0786 -0.1728 -56.9518 -26.7541 -17.5860
11.3983 16898.9149 -35.8496 8218.2571 0.7407 0.0164 0.0033 -154.3388 -0.0353 -0.0201 -0.0003 0.0004 -0.0102 0.0024 -1.9895 0.0876 -0.1767 -56.9399 -21.4222 -23.9030
11.4000 16900.3906 -35.8559 8217.6747 0.4835 0.0163 0.0032 -154.3421 -0.0352 -0.0204 -0.0003 0.0004 -0.0051 -0.0050 -1.9708 0.0925 -0.1761 -56.9275 -14.6694 -28.6520
11.4017 16901.8661 -35.8621 8217.0922 0.2262 0.0163 0.0032 -154.3453 -0.0350 -0.0207 -0.0003 0.0004 -0.0019 -0.0134 -1.9522 0.0947 -0.1702 -56.9147 -6.9414 -31.5226
11.4033 16903.3414 -35.8684 8216.5097 6.3142 0.0162 0.0031 -154.3486 -0.0349 -0.0210 -0.0003 0.0004 -0.0009 -0.0202 -1.9337 0.0956 -0.1587 -56.9015 -0.7426 -32.3281
11.4050 16904.8166 -35.8747 8215.9270 6.0569 0.0162 0.0031 -154.3518 -0.0347 -0.0212 -0.0003 0.0003 -0.0016 -0.0290 -1.9152 0.0963 -0.1426 -56.8881 7.4427 -31.5246
11.4067 16906.2916 -35.8809 8215.3442 5.7997 0.0161 0.0031 -154.3549 -0.0345 -0.0214 -0.0003 0.0003 -0.0044 -0.0373 -1.8967 0.0982 -0.1208 -56.8745 15.1432 -28.6594
11.4083 16907.7665 -35.8872 8214.7614 5.5424 0.0160 0.0031 -154.3581 -0.0344 -0.0216 -0.0003 0.0002 -0.0092 -0.0446 -1.8783 0.1026 -0.0939 -56.8610 21.8506 -23.9233
11.4100 16909.2412 -35.8934 8214.1784 5.2852 0.0160 0.0031 -154.3612 -0.0342 -0.0217 -0.0003 0.0001 -0.0157 -0.0503 -1.8600 0.1108 -0.0626 -56.8475 27.1216 -17.6299
11.4117 16910.7158 -35.8997 8213.5954 5.0279 0.0159 0.0031 -154.3643 -0.0340 -0.0218 -0.0004 0.0000 -0.0233 -0.0540 -1.8417 0.1236 -0.0282 -56.8342 30.6076 -10.1955
11.4133 16912.1902 -35.9059 8213.0122 4.7706 0.0159 0.0032 -154.3673 -0.0338 -0.0218 -0.0004 -0.0001 -0.0316 -0.0556 -1.8234 0.1417 0.0080 -56.8213 32.0775 -2.1117
11.4150 16913.6644 -35.9122 8212.4290 4.5133 0.0158 0.0033 -154.3704 -0.0335 -0.0218 -0.0005 -0.0001 -0.0399 -0.0548 -1.8052 0.1654 0.0445 -56.8089 31.4328 6.0874
11.4167 16915.1385 -35.9185 8211.8457 4.2560 0.0158 0.0033 -154.3734 -0.0332 -0.0217 -0.0005 -0.0002 -0.0478 -0.0519 -1.7870 0.1944 0.0798 -56.7969 28.7142 13.8600
11.4183 16916.6125 -35.9247 8211.2623 3.9987 0.0158 0.0034 -154.3763 -0.0329 -0.0215 -0.0006 -0.0003 -0.0546 -0.0469 -1.7688 0.2284 0.1125 -56.7855 24.0991 20.6923
11.4200 16918.0862 -35.9310 8210.6788 3.7415 0.0158 0.0034 -154.3793 -0.0325 -0.0213 -0.0007 -0.0004 -0.0600 -0.0401 -1.7507 0.2664 0.1413 -56.7746 17.8895 26.1324
11.4217 16919.5599 -35.9373 8210.0952 3.4842 0.0159 0.0035 -154.3822 -0.0320 -0.0211 -0.0008 -0.0005 -0.0634 -0.0321 -1.7326 0.3073 0.1652 -56.7642 10.4927 29.8201
11.4233 16921.0333 -35.9435 8209.5115 3.2268 0.0159 0.0035 -154.3850 -0.0315 -0.0208 -0.0009 -0.0005 -0.0646 -0.0233 -1.7146 0.3498 0.1836 -56.7541 2.3941 31.5106
11.4250 16922.5067 -35.9498 8208.9278 2.9695 0.0160 0.0036 -154.3879 -0.0308 -0.0205 -0.0010 -0.0005 -0.0635 -0.0143 -1.6966 0.3924 0.1961 -56.7444 -5.8747 31.0905
11.4267 16923.9798 -35.9561 8208.3439 2.7122 0.0160 0.0036 -154.3907 -0.0301 -0.0201 -0.0012 -0.0005 -0.0602 -0.0056 -1.6787 0.4336 0.2028 -56.7349 -13.7707 28.5855
11.4283 16925.4528 -35.9623 8207.7600 2.4549 0.0161 0.0036 -154.3935 -0.0294 -0.0198 -0.0012 -0.0006 -0.0548 0.0021 -1.6608 0.4719 0.2040 -56.7254 -20.7755 24.1586
11.4300 16926.9257 -35.9686 8207.1759 2.1976 0.0161 0.0036 -154.3962 -0.0286 -0.0194 -0.0013 -0.0005 -0.0476 0.0084 -1.6430 0.5061 0.2007 -56.7158 -26.4292 18.0994
11.4317 16928.3983 -35.9749 8206.5918 1.9402 0.0162 0.0036 -154.3990 -0.0277 -0.0191 -0.0014 -0.0005 -0.0391 0.0128 -1.6253 0.5351 0.1937 -56.7061 -30.3610 10.8053
11.4333 16929.8709 -35.9811 8206.0076 1.6829 0.0162 0.0035 -154.4016 -0.0268 -0.0188 -0.0015 -0.0005 -0.0297 0.0152 -1.6077 0.5582 0.1845 -56.6961 -32.3132 2.7546
11.4350 16931.3433 -35.9874 8205.4233 1.4256 0.0163 0.0035 -154.4043 -0.0258 -0.0185 -0.0015 -0.0005 -0.0200 0.0153 -1.5901 0.5751 0.1745 -56.6858 -32.1585 -5.5240
11.4367 16932.8155 -35.9936 8204.8388 1.1682 0.0163 0.0034 -154.4069 -0.0249 -0.0182 -0.0015 -0.0004 -0.0107 0.0133 -1.5726 0.5856 0.1651 -56.6751 -29.9086 -13.4868
11.4383 16934.2875 -35.9999 8204.2543 0.9109 0.0163 0.0034 -154.4096 -0.0239 -0.0179 -0.0015 -0.0004 -0.0022 0.0091 -1.5552 0.5903 0.1577 -56.6640 -25.7128 -20.6111
11.4400 16935.7594 -36.0061 8203.6697 0.6535 0.0163 0.0033 -154.4121 -0.0229 -0.0177 -0.0015 -0.0004 0.0049 0.0032 -1.5378 0.5898 0.1537 -56.6526 -19.8488 -26.4289
11.4417 16937.2312 -36.0124 8203.0851 0.3962 0.0163 0.0033 -154.4147 -0.0219 -0.0174 -0.0015 -0.0004 0.0102 -0.0041 -1.5206 0.5852 0.1540 -56.6408 -12.7040 -30.5585
11.4433 16938.7028 -36.0186 8202.5003 0.1388 0.0162 0.0032 -154.4172 -0.0210 -0.0172 -0.0015 -0.0004 0.0135 -0.0122 -1.5033 0.5778 0.1594 -56.6288 -4.7503 -32.7290
11.4450 16940.1742 -36.0249 8201.9154 6.4017 0.0162 0.0032 -154.4197 -0.0200 -0.0169 -0.0015 -0.0005 0.0145 -0.0126 -1.4861 0.5689 0.1703 -56.6165 -4.1225 -32.7988
11.4467 16941.6455 -36.0311 8201.3304 6.1444 0.0162 0.0032 -154.4222 -0.0191 -0.0166 -0.0015 -0.0005 0.0154 -0.0209 -1.4690 0.5595 0.1814 -56.6042 4.1147 -32.7004
11.4483 16943.1166 -36.0374 8200.7453 5.8870 0.0161 0.0032 -154.4246 -0.0181 -0.0163 -0.0014 -0.0005 0.0140 -0.0290 -1.4519 0.5502 0.1980 -56.5918 12.0493 -30.5034
11.4500 16944.5876 -36.0437 8200.1602 5.6296 0.0161 0.0032 -154.4270 -0.0172 -0.0159 -0.0014 -0.0006 0.0105 -0.0361 -1.4348 0.5425 0.2196 -56.5794 19.1573 -26.3536
11.4517 16946.0584 -36.0499 8199.5749 5.3722 0.0161 0.0032 -154.4294 -0.0163 -0.0156 -0.0014 -0.0007 0.0053 -0.0418 -1.4177 0.5377 0.2455 -56.5669 24.9694 -20.5253
11.4533 16947.5291 -36.0562 8198.9896 5.1149 0.0160 0.0032 -154.4317 -0.0154 -0.0151 -0.0014 -0.0007 -0.0013 -0.0458 -1.4006 0.5368 0.2746 -56.5545 29.1015 -13.4035
11.4550 16948.9996 -36.0624 8198.4041 4.8575 0.0160 0.0032 -154.4340 -0.0145 -0.0146 -0.0014 -0.0008 -0.0088 -0.0476 -1.3836 0.5405 0.3056 -56.5422 31.2802 -5.4582
11.4567 16950.4700 -36.0687 8197.8186 4.6001 0.0160 0.0032 -154.4363 -0.0136 -0.0141 -0.0014 -0.0009 -0.0166 -0.0471 -1.3665 0.5493 0.3371 -56.5301 31.3609 2.7862
11.4583 16951.9402 -36.0750 8197.2330 4.3427 0.0159 0.0032 -154.4386 -0.0127 -0.0135 -0.0015 -0.0010 -0.0241 -0.0444 -1.3495 0.5631 0.3675 -56.5182 29.3371 10.7857
11.4600 16953.4102 -36.0813 8196.6473 4.0853 0.0159 0.0033 -154.4408 -0.0118 -0.0129 -0.0015 -0.0010 -0.0307 -0.0396 -1.3325 0.5817 0.3955 -56.5065 25.3412 18.0126
11.4617 16954.8801 -36.0875 8196.0615 3.8279 0.0159 0.0033 -154.4430 -0.0108 -0.0122 -0.0016 -0.0011 -0.0360 -0.0329 -1.3155 0.6042 0.4198 -56.4951 19.6356 23.9899
11.4633 16956.3498 -36.0938 8195.4756 3.5705 0.0159 0.0033 -154.4452 -0.0097 -0.0115 -0.0016 -0.0011 -0.0396 -0.0248 -1.2985 0.6296 0.4391 -56.4838 12.5951 28.3231
11.4650 16957.8194 -36.1001 8194.8896 3.3131 0.0160 0.0033 -154.4474 -0.0087 -0.0107 -0.0017 -0.0012 -0.0410 -0.0157 -1.2817 0.6568 0.4528 -56.4727 4.6830 30.7261
11.4667 16959.2888 -36.1064 8194.3036 3.0556 0.0160 0.0034 -154.4495 -0.0075 -0.0100 -0.0018 -0.0012 -0.0403 -0.0062 -1.2648 0.6841 0.4604 -56.4618 -3.5802 31.0400
11.4683 16960.7581 -36.1126 8193.7174 2.7982 0.0160 0.0034 -154.4516 -0.0064 -0.0092 -0.0018 -0.0012 -0.0372 0.0031 -1.2481 0.7103 0.4618 -56.4510 -11.6507 29.2435
11.4700 16962.2272 -36.1189 8193.1312 2.5408 0.0160 0.0034 -154.4536 -0.0052 -0.0084 -0.0019 -0.0012 -0.0320 0.0116 -1.2314 0.7337 0.4573 -56.4402 -18.9973 25.4547
11.4717 16963.6961 -36.1252 8192.5448 2.2834 0.0160 0.0034 -154.4557 -0.0039 -0.0077 -0.0019 -0.0012 -0.0249 0.0188 -1.2148 0.7532 0.4477 -56.4294 -25.1364 19.9230
11.4733 16965.1649 -36.1315 8191.9584 2.0260 0.0160 0.0034 -154.4577 -0.0027 -0.0069 -0.0020 -0.0011 -0.0164 0.0243 -1.1983 0.7675 0.4338 -56.4186 -29.6641 13.0126
11.4750 16966.6336 -36.1377 8191.3719 1.7685 0.0160 0.0034 -154.4597 -0.0014 -0.0062 -0.0020 -0.0011 -0.0068 0.0278 -1.1819 0.7758 0.4170 -56.4079 -32.2822 5.1788
11.4767 16968.1020 -36.1440 8190.7853 1.5111 0.0160 0.0034 -154.4616 -0.0001 -0.0056 -0.0020 -0.0010 0.0031 0.0290 -1.1656 0.7777 0.3986 -56.3971 -32.8187 -3.0622
11.4783 16969.5704 -36.1502 8190.1986 1.2537 0.0161 0.0034 -154.4636 0.0012 -0.0049 -0.0020 -0.0010 0.0130 0.0280 -1.1494 0.7731 0.3802 -56.3863 -31.2386 -11.1671
11.4800 16971.0385 -36.1565 8189.6118 0.9962 0.0161 0.0034 -154.4655 0.0025 -0.0043 -0.0019 -0.0009 0.0221 0.0249 -1.1332 0.7623 0.3631 -56.3755 -27.6462 -18.6017
11.4817 16972.5066 -36.1627 8189.0249 0.7388 0.0161 0.0034 -154.4673 0.0038 -0.0037 -0.0019 -0.0009 0.0300 0.0198 -1.1171 0.7459 0.3487 -56.3648 -22.2787 -24.8758
11.4833 16973.9744 -36.1690 8188.4379 0.4813 0.0161 0.0034 -154.4692 0.0050 -0.0031 -0.0018 -0.0009 0.0362 0.0132 -1.1010 0.7248 0.3381 -56.3541 -15.4899 -29.5756
11.4850 16975.4421 -36.1752 8187.8508 0.2239 0.0161 0.0034 -154.4710 0.0062 -0.0026 -0.0018 -0.0009 0.0403 0.0056 -1.0850 0.7003 0.3322 -56.3434 -7.7277 -32.3908
11.4867 16976.9097 -36.1815 8187.2636 6.3168 0.0161 0.0034 -154.4728 0.0073 -0.0020 -0.0017 -0.0008 0.0423 -0.0003 -1.0690 0.6738 0.3315 -56.3328 -1.6639 -33.1354
11.4883 16978.3771 -36.1877 8186.6764 6.0593 0.0161 0.0034 -154.4746 0.0084 -0.0015 -0.0016 -0.0009 0.0425 -0.0084 -1.0531 0.6465 0.3346 -56.3221 6.5535 -32.3097
11.4900 16979.8443 -36.1940 8186.0890 5.8019 0.0161 0.0034 -154.4763 0.0095 -0.0009 -0.0016 -0.0009 0.0405 -0.0160 -1.0371 0.6199 0.3429 -56.3115 14.2911 -29.4171
11.4917 16981.3114 -36.2003 8185.5015 5.5444 0.0161 0.0034 -154.4780 0.0105 -0.0003 -0.0015 -0.0009 0.0365 -0.0225 -1.0212 0.5952 0.3559 -56.3009 21.0388 -24.6477
11.4933 16982.7784 -36.2065 8184.9140 5.2869 0.0161 0.0034 -154.4797 0.0115 0.0003 -0.0014 -0.0010 0.0308 -0.0275 -1.0053 0.5736 0.3727 -56.2901 26.3518 -18.3150
11.4950 16984.2451 -36.2128 8184.3263 5.0295 0.0162 0.0033 -154.4814 0.0124 0.0009 -0.0014 -0.0010 0.0238 -0.0306 -0.9893 0.5563 0.3922 -56.2793 29.8800 -10.8359
11.4967 16985.7118 -36.2191 8183.7386 4.7720 0.0162 0.0033 -154.4830 0.0133 0.0016 -0.0014 -0.0011 0.0162 -0.0315 -0.9734 0.5437 0.4130 -56.2683 31.3907 -2.7025
11.4983 16987.1782 -36.2254 8183.1508 4.5145 0.0162 0.0033 -154.4846 0.0142 0.0023 -0.0013 -0.0011 0.0084 -0.0302 -0.9575 0.5362 0.4337 -56.2572 30.7845 5.5498
11.5000 16988.6446 -36.2316 8182.5628 4.2570 0.0162 0.0033 -154.4862 0.0151 0.0030 -0.0013 -0.0012 0.0010 -0.0266 -0.9416 0.5337 0.4528 -56.2459 28.1017 13.3779
11.5017 16990.1107 -36.2379 8181.9748 3.9996 0.0162 0.0032 -154.4878 0.0160 0.0038 -0.0013 -0.0012 -0.0054 -0.0210 -0.9258 0.5357 0.4689 -56.2343 23.5192 20.2666
11.5033 16991.5767 -36.2442 8181.3867 3.7421 0.0161 0.0032 -154.4893 0.0169 0.0046 -0.0014 -0.0012 -0.0103 -0.0137 -0.9099 0.5415 0.4807 -56.2226 17.3395 25.7629
11.5050 16993.0426 -36.2505 8180.7986 3.4846 0.0161 0.0032 -154.4908 0.0178 0.0054 -0.0014 -0.0012 -0.0133 -0.0051 -0.8942 0.5498 0.4874 -56.2107 9.9704 29.5053
11.5067 16994.5083 -36.2568 8180.2103 3.2271 0.0161 0.0032 -154.4923 0.0187 0.0062 -0.0014 -0.0012 -0.0143 0.0042 -0.8784 0.5595 0.4881 -56.1986 1.8982 31.2484
11.5083 16995.9738 -36.2630 8179.6219 2.9696 0.0161 0.0032 -154.4937 0.0197 0.0070 -0.0014 -0.0012 -0.0129 0.0137 -0.8628 0.5691 0.4827 -56.1864 -6.3443 30.8782
11.5100 16997.4392 -36.2693 8179.0335 2.7121 0.0160 0.0032 -154.4952 0.0206 0.0078 -0.0014 -0.0012 -0.0094 0.0228 -0.8472 0.5770 0.4712 -56.1741 -14.2133 28.4205
11.5117 16998.9044 -36.2756 8178.4449 2.4546 0.0160 0.0032 -154.4966 0.0216 0.0086 -0.0015 -0.0011 -0.0038 0.0310 -0.8317 0.5820 0.4540 -56.1618 -21.1892 24.0386
11.5133 17000.3695 -36.2818 8177.8563 2.1971 0.0159 0.0032 -154.4979 0.0225 0.0093 -0.0015 -0.0011 0.0035 0.0376 -0.8163 0.5827 0.4319 -56.1496 -26.8113 18.0227
11.5150 17001.8344 -36.2881 8177.2676 1.9396 0.0159 0.0032 -154.4993 0.0235 0.0100 -0.0014 -0.0010 0.0121 0.0425 -0.8010 0.5783 0.4061 -56.1376 -30.7082 10.7710
11.5167 17003.2992 -36.2944 8176.6788 1.6821 0.0159 0.0033 -154.5006 0.0245 0.0107 -0.0014 -0.0009 0.0216 0.0451 -0.7857 0.5679 0.3777 -56.1258 -32.6223 2.7631
11.5183 17004.7638 -36.3006 8176.0899 1.4246 0.0159 0.0033 -154.5019 0.0254 0.0113 -0.0014 -0.0009 0.0312 0.0455 -0.7706 0.5512 0.3484 -56.1142 -32.4263 -5.4715
11.5200 17006.2283 -36.3069 8175.5008 1.1671 0.0159 0.0033 -154.5032 0.0263 0.0119 -0.0013 -0.0008 0.0405 0.0437 -0.7554 0.5283 0.3194 -56.1031 -30.1324 -13.3880
11.5217 17007.6926 -36.3132 8174.9117 0.9096 0.0159 0.0034 -154.5044 0.0272 0.0124 -0.0012 -0.0007 0.0488 0.0397 -0.7403 0.4997 0.2924 -56.0923 -25.8909 -20.4629
11.5233 17009.1567 -36.3194 8174.3226 0.6521 0.0159 0.0034 -154.5056 0.0280 0.0128 -0.0011 -0.0007 0.0557 0.0339 -0.7253 0.4660 0.2686 -56.0820 -19.9806 -26.2279
11.5250 17010.6207 -36.3257 8173.7333 0.3946 0.0159 0.0035 -154.5068 0.0287 0.0133 -0.0011 -0.0006 0.0607 0.0268 -0.7103 0.4284 0.2490 -56.0721 -12.7902 -30.3010
11.5267 17012.0846 -36.3319 8173.1439 0.1371 0.0160 0.0035 -154.5080 0.0294 0.0137 -0.0009 -0.0006 0.0636 0.0187 -0.6953 0.3881 0.2344 -56.0625 -4.7929 -32.4118
11.5283 17013.5483 -36.3382 8172.5544 6.4036 0.0160 0.0035 -154.5091 0.0300 0.0140 -0.0008 -0.0006 0.0643 0.0185 -0.6804 0.3467 0.2251 -56.0531 -4.2436 -32.4192
11.5300 17015.0118 -36.3445 8171.9648 6.1461 0.0161 0.0036 -154.5103 0.0306 0.0144 -0.0007 -0.0005 0.0647 0.0102 -0.6655 0.3049 0.2160 -56.0438 4.0341 -32.2883
11.5317 17016.4752 -36.3507 8171.3752 5.8886 0.0161 0.0036 -154.5114 0.0310 0.0148 -0.0006 -0.0005 0.0628 0.0021 -0.6506 0.2635 0.2123 -56.0347 12.0124 -30.0563
11.5333 17017.9384 -36.3570 8170.7854 5.6310 0.0162 0.0036 -154.5124 0.0314 0.0151 -0.0005 -0.0005 0.0588 -0.0051 -0.6357 0.2241 0.2135 -56.0256 19.1663 -25.8686
11.5350 17019.4015 -36.3633 8170.1956 5.3735 0.0162 0.0035 -154.5135 0.0318 0.0155 -0.0004 -0.0005 0.0529 -0.0110 -0.6209 0.1878 0.2191 -56.0164 25.0250 -19.9994
11.5367 17020.8644 -36.3695 8169.6056 5.1160 0.0163 0.0035 -154.5145 0.0321 0.0159 -0.0003 -0.0006 0.0456 -0.0150 -0.6060 0.1559 0.2279 -56.0070 29.2035 -12.8337
11.5383 17022.3272 -36.3758 8169.0156 4.8585 0.0163 0.0035 -154.5155 0.0323 0.0162 -0.0003 -0.0006 0.0374 -0.0170 -0.5912 0.1290 0.2387 -55.9973 31.4272 -4.8422
11.5400 17023.7898 -36.3821 8168.4255 4.6009 0.0163 0.0034 -154.5165 0.0325 0.0166 -0.0002 -0.0006 0.0289 -0.0167 -0.5765 0.1076 0.2500 -55.9872 31.5508 3.4502
11.5417 17025.2522 -36.3884 8167.8353 4.3434 0.0164 0.0034 -154.5174 0.0327 0.0171 -0.0002 -0.0006 0.0205 -0.0142 -0.5617 0.0917 0.2604 -55.9767 29.5674 11.4985
11.5433 17026.7145 -36.3946 8167.2450 4.0859 0.0164 0.0033 -154.5183 0.0328 0.0175 -0.0002 -0.0007 0.0130 -0.0096 -0.5470 0.0810 0.2685 -55.9656 25.6090 18.7739
11.5450 17028.1767 -36.4009 8166.6546 3.8284 0.0163 0.0032 -154.5192 0.0329 0.0180 -0.0001 -0.0007 0.0067 -0.0031 -0.5324 0.0748 0.2730 -55.9541 19.9381 24.7986
11.5467 17029.6387 -36.4072 8166.0641 3.5708 0.0163 0.0032 -154.5201 0.0331 0.0184 -0.0001 -0.0007 0.0022 0.0048 -0.5178 0.0721 0.2728 -55.9422 12.9300 29.1773
11.5483 17031.1005 -36.4135 8165.4735 3.3133 0.0163 0.0031 -154.5210 0.0332 0.0189 -0.0001 -0.0007 -0.0003 0.0135 -0.5033 0.0717 0.2672 -55.9298 5.0484 31.6232
11.5500 17032.5622 -36.4197 8164.8829 3.0557 0.0162 0.0031 -154.5218 0.0333 0.0193 -0.0001 -0.0006 -0.0005 0.0227 -0.4888 0.0722 0.2557 -55.9172 -3.1855 31.9771
11.5517 17034.0237 -36.4260 8164.2921 2.7982 0.0162 0.0031 -154.5226 0.0334 0.0197 -0.0001 -0.0006 0.0015 0.0316 -0.4744 0.0721 0.2383 -55.9043 -11.2272 30.2178
11.5533 17035.4851 -36.4323 8163.7013 2.5407 0.0161 0.0031 -154.5234 0.0335 0.0201 -0.0001 -0.0005 0.0056 0.0397 -0.4600 0.0701 0.2153 -55.8913 -18.5447 26.4632
11.5550 17036.9463 -36.4386 8163.1103 2.2831 0.0160 0.0031 -154.5241 0.0336 0.0204 -0.0001 -0.0004 0.0115 0.0465 -0.4457 0.0648 0.1873 -55.8784 -24.6540 20.9631
11.5567 17038.4074 -36.4448 8162.5193 2.0256 0.0160 0.0031 -154.5249 0.0337 0.0207 -0.0001 -0.0004 0.0189 0.0516 -0.4314 0.0551 0.1555 -55.8656 -29.1504 14.0825
11.5583 17039.8683 -36.4511 8161.9282 1.7680 0.0159 0.0032 -154.5256 0.0338 0.0210 -0.0000 -0.0003 0.0272 0.0545 -0.4172 0.0402 0.1211 -55.8531 -31.7360 6.2772
11.5600 17041.3291 -36.4574 8161.3370 1.5105 0.0159 0.0032 -154.5263 0.0339 0.0211 0.0000 -0.0002 0.0359 0.0552 -0.4030 0.0198 0.0854 -55.8410 -32.2386 -1.9358
