1 input_SAM_RF_AC_Radar_#1_#2_#3.asc Oct 23 2022 19:32:20
  0  0 82
time            mach_m1         pdynmc_m1       SBEL1_m1        SBEL2_m1        
SBEL3_m1        VBEL1_m1        VBEL2_m1        VBEL3_m1        alt_m1          
mach_m2         pdynmc_m2       SBEL1_m2        SBEL2_m2        SBEL3_m2        
VBEL1_m2        VBEL2_m2        VBEL3_m2        alt_m2          mach_m3         
pdynmc_m3       SBEL1_m3        SBEL2_m3        SBEL3_m3        VBEL1_m3        
VBEL2_m3        VBEL3_m3        alt_m3          launch_epo_a1   pdynmc_a1       
mach_a1         SAEL1_a1        SAEL2_a1        SAEL3_a1        VAEL1_a1        
VAEL2_a1        VAEL3_a1        psivlx_a1       thtvlx_a1       alt_a1          
phiavx_a1       anx_a1          launch_epo_a2   pdynmc_a2       mach_a2         
SAEL1_a2        SAEL2_a2        SAEL3_a2        VAEL1_a2        VAEL2_a2        
VAEL3_a2        psivlx_a2       thtvlx_a2       alt_a2          phiavx_a2       
anx_a2          launch_epo_a3   pdynmc_a3       mach_a3         SAEL1_a3        
SAEL2_a3        SAEL3_a3        VAEL1_a3        VAEL2_a3        VAEL3_a3        
psivlx_a3       thtvlx_a3       alt_a3          phiavx_a3       anx_a3          
lnch_delay_f1   lnch_delay_f1   lnch_delay_f1   SIEL11_f1       SIEL12_f1       
SIEL13_f1       SIEL21_f1       SIEL22_f1       SIEL23_f1       SIEL31_f1       
SIEL32_f1       SIEL33_f1       
-10008.2        14994.9         -7252.05        -10005.8        -17220          
-3623.21        -5001.7         
92              2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.06431         
212284          -5699.15        -1576.01        -2883.73        -625.1          
-106.933        -243.293        2883.73         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -6999.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -17133.5        
-3386.83        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -1.55514        -11043.3        
-9996.55        15002.2         -7008.51        -9993.32        -17138.8        
-3381.66        -4988.32        
93              2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.05354         
203908          -6325.76        -1675.13        -3118.18        -628.184        
-91.5191        -225.84         3118.18         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -6749.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -17047.9        
-3151.91        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          3.40845         -11037.9        
-10004.4        14990.9         -6758.55        -10009.9        -17047.4        
-3138.55        -5012.17        
94              2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.04746         
197140          -6955.62        -1759.31        -3336.02        -631.559        
-76.8487        -210.138        3336.02         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -6499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16962.4        
-2916.99        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          1.66432         -11042.4        
-10002.1        14995.1         -6496.87        -10010.1        -16959.8        
-2928.41        -5004.21        
95              2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.04477         
191568          -7588.97        -1828.54        -3538.91        -635.178        
-61.334         -195.775        3538.91         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -6249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16876.9        
-2682.07        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -4.30306        -11042.5        
-10000.1        14998           -6259.78        -9994.68        -16874.8        
-2691.07        -5003.13        
96              2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.0442          
186853          -8226.03        -1881.29        -3727.69        -638.952        
-43.7972        -181.808        3727.69         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -5999.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16791.4        
-2447.14        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          9.714           -11047.1        
-9992.53        14996.4         -6006.65        -10002.3        -16789.7        
-2450.78        -5000.64        
97              2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.0452          
182847          -8866.85        -1915.4         -3902.52        -642.652        
-24.0642        -167.869        3902.52         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -5749.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16705.9        
-2212.22        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          8.23522         -11048.9        
-9993.57        15009.6         -5746.36        -9989.42        -16707.5        
-2203.6         -4997.73        
98              2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.0477          
179495          -9511.21        -1928.76        -4063.5         -645.995        
-2.3603         -154.157        4063.5          0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -5499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16620.4        
-1977.3         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -1.41512        -11045.8        
-9996.69        14991.5         -5496.74        -10013.1        -16622.3        
-1974.06        -4991.81        
99              2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.05058         
176565          -10158.6        -1919.28        -4211.07        -648.268        
22.6095         -141.205        4211.07         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -5249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16534.9        
-1742.37        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -1.54052        -11033.7        
-10008.3        14993.8         -5269.74        -9998.64        -16534.4        
-1747.83        -4999.22        
100             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.03822         
171384          -10805          -1876.08        -4346.05        -642.481        
68.7897         -128.125        4346.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -4999.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16449.4        
-1507.45        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          5.01295         -11048.1        
-9991.43        15004.8         -5010.87        -9983.17        -16447.2        
-1510.48        -5005.61        
101             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.00327         
162960          -11438.3        -1773.91        -4466.29        -621.605        
137.697         -112.055        4466.29         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -4749.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16363.9        
-1272.53        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          0.0493247       -11044.6        
-9997.4         14998.5         -4752.56        -10002.1        -16363.4        
-1266.58        -5001.2         
102             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       1.96397         
154498          -12044.5        -1600.26        -4570.26        -589.915        
208.246         -96.2668        4570.26         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -4499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16278.4        
-1037.6         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          2.46132         -11046.3        
-9997.78        14996           -4508.7         -10003.7        -16278.7        
-1040.24        -4999.73        
103             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       1.93817         
148700          -12618.1        -1361.51        -4659.47        -557.973        
266.796         -82.4126        4659.47         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -4249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16192.9        
-802.68         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          4.67808         -11045.4        
-9997.51        14992.9         -4239.82        -10012.5        -16197.2        
-801.966        -4982.88        
104             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       1.93263         
146367          -13163.3        -1071.96        -4735.73        -534.328        
309.654         -70.4269        4735.73         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -3999.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16107.4        
-567.757        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -6.88786        -11053.5        
-9987.84        14998.2         -3991.36        -10006.3        -16102.5        
-558.782        -5018.1         
105             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       1.94568         
147071          -13690.8        -747.161        -4800.97        -522.776        
337.656         -60.3395        4800.97         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -3749.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -16021.9        
-332.834        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -5.83921        -11041.1        
-10001.5        15000.6         -3743.58        -10001.3        -16028.1        
-337.058        -4984.86        
106             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       1.97266         
150053          -14213.1        -400.99         -4857.22        -523.598        
352.655         -52.7262        4857.22         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -3499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15936.4        
-97.9106        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -3.77761        -11049.3        
-9993.64        15000.5         -3495.86        -9998.7         -15936.4        
-109.637        -4999.3         
107             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.00274         
153628          -14741.2        -46.0585        -4907.75        -533.665        
354.817         -49.0531        4907.75         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -3249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15850.9        
137.013         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          6.11372         -11040.1        
-10000.5        14999.9         -3230.51        -10005.7        -15851.6        
142.036         -4997.01        
108             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.02137         
155478          -15282.1        303.45          -4956.92        -548.934        
341.225         -50.2599        4956.92         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -2999.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15765.4        
371.936         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -0.931368       -11043.8        
-10001.1        14995.5         -2998.92        -10008.4        -15765.8        
357.271         -5002.82        
109             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -2749.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -4.59273        -11037.5        
-10005.9        14992.4         -2745.14        -10012.7        -15699.1        
558.357         -5005.25        
110             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -2499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -11.0325        -11042.3        
-10001.1        14994.9         -2495.69        -10006.6        -15704.8        
529.251         -4994.57        
111             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -2249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -3.88539        -11046          
-9997.37        14994.9         -2251.24        -10007.6        -15700.4        
545.059         -4996.02        
112             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -1999.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -2.56654        -11038.4        
-10003.2        15002           -2003.34        -9996.45        -15698.5        
534.687         -5004.58        
113             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -1749.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          2.43827         -11038.4        
-10004          14993.8         -1739.47        -10010.5        -15701.7        
566.812         -4995.67        
114             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -1499.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -2.40685        -11043          
-10001.7        14999.2         -1506.17        -9999.49        -15704          
547.766         -4992.55        
115             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -1249.75        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          3.48946         -11038.8        
-10004.3        15002.9         -1238.48        -9998.6         -15705.1        
560.237         -4984.16        
116             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -999.75         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -0.430998       -11048.3        
-9991.85        14999.7         -1006.9         -10003.1        -15703.2        
552.967         -4999.13        
117             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -749.75         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -10.3563        -11039.6        
-10004.5        14995.8         -748.521        -10005.8        -15698.9        
558.221         -5005.17        
118             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -499.75         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          3.06366         -11044.3        
-9997.63        14994.4         -494.307        -10006.8        -15701          
547.317         -4999.21        
119             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -249.75         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          5.98481         -11046.3        
-9998.31        14998.3         -249.058        -10004.7        -15700          
549.824         -5004.84        
120             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           0.25            -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          1.8309          -11044.3        
-9997.77        14996.1         13.2821         -10002.3        -15701.7        
564.886         -4993.71        
121             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           250.25          -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          5.82962         -11039          
-10003          15000.6         251.866         -9998.75        -15699.9        
549.579         -5001.91        
122             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           500.25          -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          -3.17315        -11047          
-9996.63        14998.9         502.018         -10000.6        -15701.1        
544.816         -5005.31        
123             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           750.25          -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          0.270813        -11042.7        
-9999.7         14994.3         750.576         -10004.7        -15699.8        
540.611         -5003.35        
124             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           1000.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          135.358         78.888          3.99349         -11046.5        
-9997.14        14997.1         992.167         -10003.4        -15699          
546.577         -5004.38        
125             2.60759         126243          -0.328579       -11045.5        
-9994.55        -0.223093       -657.754        -421.337        9994.55         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       2.01981         
154410          -15701.2        552.052         -4997.05        -562.943        
314.518         -58.0739        4997.05         0               12922.2         
0.834637        1.65328e-10     -11042.5        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           1250.25         -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -15701          
548.833         -5000           85.505          234.923         0               
