1 input19_3_3.asc: Ascent frome Cape, glidelsope and seeker intercept ' Hypersonic Vehicle ' Nov 30 2022 22:00:56
  0  0 96
time            vmach           pdynmc          psibd           psibdx          
thtbdx          phibdx          alppx           alphax          betax           
alphaix         betaix          ppx             qqx             rrx             
lonx            latx            alt             dvbe            dvbi            
psivdx          thtvdx          dbi             ayx             anx             
throttle        vmass           fmassr          thrustx         roll_count      
pitch_count     yaw_count       stmarg          gavail_pos      gmax            
gavail_neg      gminx           wnp             azabx           elabx           
dab             ddab            semi_major      semi_minor      eaz             
eel             edab            eddab           RICI1           RICI2           
RICI3           ESBI1           ESBI2           ESBI3           aycomx          
azcomx          tgoc            SBTHC1          SBTHC2          SBTHC3          
UTBC1           UTBC2           UTBC3           lamd            SBTL1           
SBTL2           SBTL3           delacx          delecx          delrcx          
alcomx          ancomx          phicomx         delax           delex           
delrx           miss            MISS_I1         MISS_I2         MISS_I3         
event           dbt             MISS_H1         MISS_H2         MISS_H3         
MISS_L1         MISS_L2         MISS_L3         SXH1            SXH2            
SXH3            std_pos         std_ucbias      URIC1           URIC2           
URIC3           
0               0               0.029236        2.12631         3               
-2.87369        -2              1.94729         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0140312      -3.42812        0.0718968       
0               0               0.255503        -0.0140287      -3.42798        
0.0718899       0               0               0               0               
424002          2.71825e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
416             2.03125         57835.5         0.730029        41.8276         
5.27569         0.260584        2.54955         2.57789         0.00301187      
3.31633         18.9381         0.000411704     -0.00378623     0.00699159      
-74.3281        31.4579         11798.2         599.374         913.87          
41.819          2.69781         6.38418e+06     0.000478601     0.973758        
1.28361         100653          46221.6         2397.99         0               
0               0               0.0292645       2.12642         3               
-2.87358        -2              1.94467         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0141187      -3.43307        0.0721429       
0               0               0.256552        -0.0141162      -3.43293        
0.072136        0               0               0               0               
424002          2.71142e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
417             2.03576         57835.3         0.73019         41.8368         
5.27726         0.261657        2.55143         2.57981         0.00302051      
3.31674         18.9071         0.000416734     -0.00377268     0.0070057       
-74.3239        31.4619         11826.5         600.704         915.146         
41.8281         2.69746         6.3842e+06      0.000481732     0.973682        
1.28126         100568          46136.6         2395.71         0               
0               0               0.0292931       2.12653         3               
-2.87347        -2              1.94204         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0142071      -3.43806        0.0723902       
0               0               0.257608        -0.0142046      -3.43792        
0.0723833       0               0               0               0               
424002          2.7046e+06      0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
418             2.04029         57835.1         0.730351        41.846          
5.27886         0.262736        2.55334         2.58175         0.00302918      
3.31718         18.8762         0.000421812     -0.00375888     0.00701985      
-74.3196        31.4659         11854.8         602.04          916.428         
41.8373         2.69712         6.38423e+06     0.000484882     0.973608        
1.27891         100483          46051.6         2393.42         0               
0               0               0.0293219       2.12665         3               
-2.87335        -2              1.93942         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0142963      -3.44308        0.0726387       
0               0               0.25867         -0.0142938      -3.44293        
0.0726317       0               0               0               0               
424002          2.69778e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
419             2.04483         57834.9         0.730512        41.8552         
5.28049         0.263822        2.55526         2.58371         0.00303788      
3.31763         18.8451         0.000426941     -0.00374547     0.00703403      
-74.3154        31.47           11883.1         603.382         917.716         
41.8465         2.69678         6.38426e+06     0.000488052     0.973533        
1.27655         100398          45966.7         2391.12         0               
0               0               0.0293509       2.12676         3               
-2.87324        -2              1.9368          0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0143865      -3.44812        0.0728884       
0               0               0.259738        -0.014384       -3.44798        
0.0728814       0               0               0               0               
424002          2.69096e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
420             2.0494          57834.7         0.730674        41.8645         
5.28213         0.264915        2.55721         2.5857          0.00304661      
3.3181          18.8141         0.00043212      -0.00373203     0.00704825      
-74.3112        31.474          11911.6         604.729         919.009         
41.8557         2.69645         6.38428e+06     0.00049124      0.973457        
1.2742          100313          45881.8         2388.81         0               
0               0               0.0293801       2.12687         3               
-2.87313        -2              1.93417         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0144775      -3.4532         0.0731392       
0               0               0.260813        -0.014475       -3.45306        
0.0731322       0               0               0               0               
424002          2.68414e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
421             2.05399         57834.6         0.730836        41.8738         
5.28381         0.266014        2.55917         2.5877          0.00305537      
3.3186          18.783          0.00043735      -0.00371833     0.00706252      
-74.307         31.4781         11940           606.083         920.308         
41.8649         2.69612         6.38431e+06     0.000494449     0.973381        
1.27185         100228          45797           2386.49         0               
0               0               0.0294096       2.12698         3               
-2.87302        -2              1.93154         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0145695      -3.45832        0.0733913       
0               0               0.261895        -0.0145669      -3.45818        
0.0733843       0               0               0               0               
424002          2.67732e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
422             2.05859         57834.4         0.730998        41.8831         
5.28551         0.26712         2.56115         2.58972         0.00306415      
3.31911         18.7519         0.000442632     -0.00370435     0.00707682      
-74.3027        31.4821         11968.6         607.442         921.613         
41.8742         2.6958          6.38434e+06     0.000497677     0.973305        
1.26949         100143          45712.2         2384.17         0               
0               0               0.0294392       2.12709         3               
-2.87291        -2              1.92892         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0146624      -3.46348        0.0736447       
0               0               0.262984        -0.0146598      -3.46333        
0.0736375       0               0               0               0               
424002          2.6705e+06      0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
423             2.06322         57834.2         0.731161        41.8924         
5.28723         0.268233        2.56316         2.59176         0.00307297      
3.31964         18.7207         0.000447966     -0.00369011     0.00709116      
-74.2985        31.4862         11997.2         608.807         922.924         
41.8834         2.69548         6.38437e+06     0.000500925     0.973228        
1.26714         100058          45627.5         2381.83         0               
0               0               0.029469        2.12721         3               
-2.87279        -2              1.92629         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0147563      -3.46866        0.0738992       
0               0               0.264079        -0.0147536      -3.46852        
0.0738921       0               0               0               0               
424002          2.66368e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
424             2.06787         57834           0.731324        41.9018         
5.28899         0.269353        2.56518         2.59382         0.00308182      
3.32019         18.6895         0.000453354     -0.00367562     0.00710554      
-74.2942        31.4903         12025.8         610.179         924.241         
41.8927         2.69517         6.38439e+06     0.000504192     0.973151        
1.26478         99973.8         45542.8         2379.49         0               
0               0               0.0294991       2.12732         3               
-2.87268        -2              1.92366         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0148511      -3.47389        0.0741551       
0               0               0.265181        -0.0148484      -3.47374        
0.0741479       0               0               0               0               
424002          2.65687e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
425             2.07254         57833.8         0.731487        41.9111         
5.29076         0.27048         2.56723         2.59591         0.0030907       
3.32077         18.6582         0.000458795     -0.00366088     0.00711996      
-74.2899        31.4944         12054.6         611.556         925.564         
41.902          2.69487         6.38442e+06     0.00050748      0.973073        
1.26242         99889.2         45458.2         2377.15         0               
0               0               0.0295293       2.12744         3               
-2.87256        -2              1.92102         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0149469      -3.47915        0.0744121       
0               0               0.266291        -0.0149442      -3.479          
0.0744049       0               0               0               0               
424002          2.65005e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
426             2.07722         57833.6         0.731651        41.9205         
5.29257         0.271615        2.56929         2.59801         0.00309961      
3.32136         18.6269         0.00046429      -0.00364587     0.00713442      
-74.2856        31.4985         12083.4         612.939         926.893         
41.9114         2.69457         6.38445e+06     0.000510788     0.972994        
1.26007         99804.7         45373.7         2374.79         0               
0               0               0.0295598       2.12755         3               
-2.87245        -2              1.91839         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0150437      -3.48445        0.0746705       
0               0               0.267407        -0.015041       -3.4843         
0.0746633       0               0               0               0               
424002          2.64323e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
427             2.08193         57833.4         0.731815        41.9299         
5.2944          0.272756        2.57138         2.60014         0.00310855      
3.32198         18.5956         0.00046984      -0.00363061     0.00714892      
-74.2813        31.5026         12112.2         614.329         928.229         
41.9207         2.69428         6.38448e+06     0.000514116     0.972916        
1.25771         99720.2         45289.2         2372.42         0               
0               0               0.0295905       2.12767         3               
-2.87233        -2              1.91575         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0151415      -3.48978        0.0749302       
0               0               0.26853         -0.0151387      -3.48963        
0.0749229       0               0               0               0               
424002          2.63642e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
428             2.08666         57833.2         0.731979        41.9393         
5.29626         0.273904        2.57349         2.60229         0.00311753      
3.32261         18.5643         0.000475446     -0.00361508     0.00716346      
-74.277         31.5067         12141.1         615.724         929.57          
41.9301         2.69399         6.3845e+06      0.000517465     0.972836        
1.25535         99635.7         45204.7         2370.05         0               
0               0               0.0296214       2.12778         3               
-2.87222        -2              1.91312         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0152403      -3.49515        0.0751912       
0               0               0.26966         -0.0152375      -3.495          
0.0751839       0               0               0               0               
424002          2.6296e+06      0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
429             2.09141         57833.1         0.732144        41.9488         
5.29815         0.27506         2.57562         2.60446         0.00312653      
3.32327         18.5329         0.000481108     -0.00359927     0.00717805      
-74.2727        31.5108         12170.1         617.126         930.917         
41.9395         2.69371         6.38453e+06     0.000520834     0.972756        
1.25299         99551.4         45120.4         2367.67         0               
0               0               0.0296526       2.1279          3               
-2.8721         -2              1.91048         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0153402      -3.50056        0.0754535       
0               0               0.270798        -0.0153374      -3.50041        
0.0754461       0               0               0               0               
424002          2.62279e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
430             2.09618         57832.9         0.73231         41.9582         
5.30007         0.276223        2.57778         2.60665         0.00313557      
3.32395         18.5014         0.000486827     -0.0035832      0.00719267      
-74.2683        31.515          12199.1         618.534         932.271         
41.9489         2.69343         6.38456e+06     0.000524224     0.972676        
1.25062         99467           45036           2365.27         0               
0               0               0.029684        2.12802         3               
-2.87198        -2              1.90784         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0154411      -3.50601        0.0757171       
0               0               0.271942        -0.0154383      -3.50585        
0.0757097       0               0               0               0               
424002          2.61597e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
431             2.10098         57832.7         0.732475        41.9677         
5.30202         0.277393        2.57995         2.60886         0.00314464      
3.32465         18.4699         0.000492599     -0.00356683     0.00720734      
-74.264         31.5191         12228.2         619.948         933.631         
41.9583         2.69317         6.38459e+06     0.000527634     0.972595        
1.24831         99382.8         44951.8         2362.87         0               
0               0               0.0297156       2.12814         3               
-2.87186        -2              1.9052          0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0155431      -3.51149        0.0759821       
0               0               0.273094        -0.0155403      -3.51134        
0.0759747       0               0               0               0               
424002          2.60916e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
432             2.10579         57832.5         0.732641        41.9772         
5.30399         0.278571        2.58215         2.6111          0.00315374      
3.32537         18.4384         0.000498439     -0.00355021     0.00722204      
-74.2596        31.5232         12257.4         621.369         934.997         
41.9678         2.6929          6.38461e+06     0.000531066     0.972514        
1.24602         99298.6         44867.6         2360.47         0               
0               0               0.0297474       2.12825         3               
-2.87175        -2              1.90256         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0156462      -3.51701        0.0762485       
0               0               0.274253        -0.0156433      -3.51686        
0.076241        0               0               0               0               
424002          2.60234e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
433             2.11063         57832.3         0.732807        41.9868         
5.30599         0.279756        2.58437         2.61336         0.00316287      
3.32612         18.4069         0.000504334     -0.00353332     0.00723679      
-74.2553        31.5274         12286.6         622.796         936.369         
41.9773         2.69265         6.38464e+06     0.000534518     0.972432        
1.24372         99214.4         44783.4         2358.05         0               
0               0               0.0297795       2.12837         3               
-2.87163        -2              1.89992         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0157504      -3.52257        0.0765162       
0               0               0.27542         -0.0157475      -3.52242        
0.0765087       0               0               0               0               
424002          2.59553e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
434             2.11548         57832.1         0.732974        41.9963         
5.30803         0.280949        2.58662         2.61564         0.00317203      
3.32689         18.3753         0.000510288     -0.00351612     0.00725158      
-74.2509        31.5316         12315.9         624.229         937.748         
41.9867         2.6924          6.38467e+06     0.000537991     0.97235         
1.24143         99130.3         44699.3         2355.62         0               
0               0               0.0298118       2.12849         3               
-2.87151        -2              1.89727         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0158558      -3.52817        0.0767853       
0               0               0.276594        -0.0158528      -3.52801        
0.0767778       0               0               0               0               
424002          2.58872e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
435             2.12036         57831.8         0.733141        42.0059         
5.31009         0.28215         2.58889         2.61795         0.00318123      
3.32768         18.3436         0.000516303     -0.00349863     0.00726642      
-74.2465        31.5357         12345.3         625.669         939.134         
41.9963         2.69216         6.3847e+06      0.000541486     0.972267        
1.23913         99046.2         44615.2         2353.19         0               
0               0               0.0298443       2.12861         3               
-2.87139        -2              1.89463         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0159623      -3.53381        0.0770559       
0               0               0.277776        -0.0159593      -3.53365        
0.0770483       0               0               0               0               
424002          2.58191e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
436             2.12526         57831.6         0.733308        42.0155         
5.31219         0.283358        2.59118         2.62028         0.00319046      
3.32849         18.3119         0.000522379     -0.00348084     0.00728129      
-74.2421        31.5399         12374.7         627.116         940.525         
42.0058         2.69192         6.38473e+06     0.000545001     0.972183        
1.23683         98962.2         44531.2         2350.75         0               
0               0               0.0298771       2.12874         3               
-2.87126        -2              1.89198         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0160699      -3.53949        0.0773278       
0               0               0.278966        -0.0160669      -3.53933        
0.0773202       0               0               0               0               
424002          2.5751e+06      0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
437             2.13019         57831.4         0.733476        42.0251         
5.31431         0.284575        2.5935          2.62263         0.00319972      
3.32933         18.2802         0.000528517     -0.00346273     0.00729621      
-74.2377        31.5441         12404.2         628.568         941.924         
42.0153         2.69169         6.38475e+06     0.000548539     0.972099        
1.23453         98878.3         44447.3         2348.3          0               
0               0               0.0299101       2.12886         3               
-2.87114        -2              1.88933         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0161788      -3.5452         0.0776012       
0               0               0.280163        -0.0161757      -3.54504        
0.0775935       0               0               0               0               
424002          2.56829e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
438             2.13513         57831.2         0.733644        42.0347         
5.31647         0.285799        2.59584         2.62501         0.00320902      
3.3302          18.2485         0.000534718     -0.00344432     0.00731118      
-74.2333        31.5483         12433.7         630.028         943.329         
42.0249         2.69147         6.38478e+06     0.000552097     0.972014        
1.23223         98794.4         44363.4         2345.83         0               
0               0               0.0299434       2.12898         3               
-2.87102        -2              1.88668         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0162888      -3.55096        0.077876        
0               0               0.281368        -0.0162857      -3.5508         
0.0778683       0               0               0               0               
424002          2.56148e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
439             2.1401          57831           0.733813        42.0444         
5.31865         0.287031        2.5982          2.62742         0.00321835      
3.33108         18.2167         0.000540982     -0.00342559     0.00732618      
-74.2288        31.5525         12463.4         631.494         944.74          
42.0345         2.69125         6.38481e+06     0.000555678     0.971929        
1.22992         98710.5         44279.5         2343.36         0               
0               0               0.0299769       2.1291          3               
-2.8709         -2              1.88403         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0164001      -3.55675        0.0781523       
0               0               0.282581        -0.0163969      -3.55659        
0.0781446       0               0               0               0               
424002          2.55467e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
440             2.14509         57830.8         0.733982        42.054          
5.32087         0.28827         2.60059         2.62984         0.00322771      
3.332           18.1848         0.000547312     -0.00340653     0.00734123      
-74.2244        31.5568         12493           632.967         946.159         
42.0441         2.69104         6.38484e+06     0.00055928      0.971844        
1.22762         98626.8         44195.8         2340.89         0               
0               0               0.0300107       2.12923         3               
-2.87077        -2              1.88137         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0165126      -3.56259        0.0784301       
0               0               0.283801        -0.0165094      -3.56243        
0.0784223       0               0               0               0               
424002          2.54786e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
441             2.15011         57830.6         0.734151        42.0637         
5.32312         0.289519        2.60301         2.6323          0.00323711      
3.33293         18.1529         0.000553706     -0.00338714     0.00735633      
-74.2199        31.561          12522.8         634.447         947.584         
42.0538         2.69084         6.38487e+06     0.000562904     0.971757        
1.22531         98543           44112           2338.4          0               
0               0               0.0300447       2.12935         3               
-2.87065        -2              1.87872         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0166264      -3.56847        0.0787094       
0               0               0.28503         -0.0166232      -3.5683         
0.0787016       0               0               0               0               
424002          2.54106e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
442             2.15515         57830.4         0.73432         42.0735         
5.32541         0.290775        2.60545         2.63478         0.00324654      
3.33389         18.121          0.000560167     -0.00336742     0.00737147      
-74.2155        31.5652         12552.6         635.933         949.015         
42.0634         2.69064         6.3849e+06      0.000566549     0.97167         
1.223           98459.4         44028.4         2335.9          0               
0               0               0.030079        2.12947         3               
-2.87053        -2              1.87606         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0167415      -3.57438        0.0789902       
0               0               0.286267        -0.0167382      -3.57422        
0.0789823       0               0               0               0               
424002          2.53425e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
443             2.16021         57830.1         0.73449         42.0832         
5.32772         0.292039        2.60791         2.63728         0.00325601      
3.33488         18.0891         0.000566694     -0.00334736     0.00738665      
-74.211         31.5695         12582.5         637.426         950.454         
42.0731         2.69046         6.38492e+06     0.000570217     0.971583        
1.22069         98375.8         43944.8         2333.4          0               
0               0               0.0301136       2.1296          3               
-2.8704         -2              1.87341         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0168579      -3.58034        0.0792725       
0               0               0.287512        -0.0168546      -3.58018        
0.0792646       0               0               0               0               
424002          2.52745e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
444             2.16529         57829.9         0.734661        42.093          
5.33007         0.293312        2.61041         2.63981         0.00326551      
3.33589         18.0571         0.000573289     -0.00332695     0.00740188      
-74.2065        31.5737         12612.5         638.926         951.9           
42.0828         2.69028         6.38495e+06     0.000573907     0.971495        
